split_index,recording_id,event_id,anchor_frame,available_future_steps,event_future_steps,near_term_steps,event_tail_topk,near_tail_topk,ego_length,adv_length,initial_gap,initial_closing_speed,recorded_min_gap,recorded_min_ttc,recorded_min_thw,recorded_max_drac,near_min_gap,near_min_ttc,near_min_thw,near_max_drac,event_tail_score,near_tail_score,ttc_component,thw_component,gap_component,drac_component,dv_component,event_ttc_component,event_thw_component,event_gap_component,event_drac_component,event_dv_component,near_ttc_component,near_thw_component,near_gap_component,near_drac_component,near_dv_component,criticality_score
1,1,fol_01_00030,1161,131,131,50,14,5,4.55,4.95,30.3699951171875,0.09000015258789062,29.169998168945312,74.79425048828125,0.7766239643096924,0.0026071735192090273,29.93999481201172,150.29940795898438,0.8220756649971008,0.0006653410964645445,3.440550446510315,3.221813201904297,0.6652601957321167,0.8234995603561401,0.6679722666740417,0.6464348435401917,0.6373835802078247,0.6652601957321167,0.8234995603561401,0.6679722666740417,0.6464348435401917,0.6373835802078247,0.5986553430557251,0.796349048614502,0.6530800461769104,0.5887405276298523,0.5849882364273071,3.374929273128509
1,1,fol_01_00031,1170,98,98,50,10,5,4.04,4.75,112.20999572753907,-6.6100006103515625,112.4800033569336,1000.0,3.2480509281158447,0.0,112.4800033569336,1000.0,3.2480509281158447,0.0,0.15609049727208912,0.1580672911950387,0.0008120291167870164,0.0875154361128807,0.0661545842885971,0.0008042238769121468,0.0008042238769121468,0.0008120291167870164,0.0875154361128807,0.0661545842885971,0.0008042238769121468,0.0008042238769121468,0.0007866619271226227,0.0885583907365799,0.06716452538967133,0.0007788565708324313,0.0007788565708324313,0.156683535448974
1,1,fol_01_00032,1196,114,114,50,12,5,4.35,4.55,58.16000061035156,1.4799995422363281,53.070003509521484,39.209468841552734,1.3777259588241577,0.01887298747897148,55.3700065612793,39.209468841552734,1.4548083543777466,0.01887298747897148,3.1679997742176056,3.1206186711788177,0.7677140235900879,0.4560035467147827,0.3032590448856354,0.8027961850166321,0.8382269740104675,0.7677140235900879,0.4560035467147827,0.3032590448856354,0.8027961850166321,0.8382269740104675,0.7687228918075562,0.42382317781448364,0.28439584374427795,0.8040890693664551,0.8395876884460449,3.153785443305969
1,1,fol_01_00033,1264,97,97,50,10,5,4.35,4.04,115.08998840332032,1.2700004577636719,113.81998443603516,92.7579345703125,3.0584471225738525,0.006684073247015476,113.81998443603516,92.7579345703125,3.0584471225738525,0.006684073247015476,2.289358578622341,2.315580904483795,0.6310572624206543,0.10395834594964981,0.06584493815898895,0.6965292096138,0.791968822479248,0.6310572624206543,0.10395834594964981,0.06584493815898895,0.6965292096138,0.791968822479248,0.6372526288032532,0.10398175567388535,0.06585714966058731,0.7059029936790466,0.8025863766670227,2.297225276380777
1,1,fol_01_00034,1290,110,110,50,11,5,4.95,5.96,93.659990234375,4.439998626708984,73.75999450683594,16.427616119384766,2.280766725540161,0.13666009902954102,84.739990234375,18.665199279785156,2.625154733657837,0.1216166764497757,3.2173389941453934,3.107437789440155,0.9247758984565735,0.18983787298202515,0.16904528439044952,0.9616256356239319,0.9720543026924133,0.9247758984565735,0.18983787298202515,0.16904528439044952,0.9616256356239319,0.9720543026924133,0.9056013822555542,0.1449897587299347,0.1294136345386505,0.9557892084121704,0.9716438055038452,3.184368632733822
1,1,fol_01_00035,1274,78,78,50,8,5,4.24,4.35,181.10001953125,-4.3300018310546875,181.26998901367188,1000.0,5.342469215393066,0.0,181.26998901367188,1000.0,5.342469215393066,0.0,0.030037129879929125,0.030201793066225946,0.0008856217609718442,0.015659574419260025,0.011740760877728462,0.0008755864109843969,0.0008755864109843969,0.0008856217609718442,0.015659574419260025,0.011740760877728462,0.0008755864109843969,0.0008755864109843969,0.0008708474924787879,0.015773823484778404,0.011835497803986073,0.0008608121424913406,0.0008608121424913406,0.03008652883581817
1,1,fol_01_00036,1324,118,118,50,12,5,4.55,4.35,36.439999389648435,3.6800003051757812,22.029979705810547,7.622821807861328,0.5531001687049866,0.18956255912780762,29.629985809326172,9.686220169067383,0.7409348487854004,0.1862916201353073,4.665679931640625,4.406203627586365,0.9870474338531494,0.9382057785987854,0.811659038066864,0.9748260378837585,0.9539416432380676,0.9870474338531494,0.9382057785987854,0.811659038066864,0.9748260378837585,0.9539416432380676,0.9766648411750793,0.8451912999153137,0.6547709703445435,0.9747276306152344,0.9548488855361938,4.587837040424347
1,1,fol_01_00037,1380,119,119,50,12,5,4.55,4.24,100.34000061035157,-3.9299983978271484,100.5000228881836,1000.0,3.3388712406158447,0.0,100.5000228881836,1000.0,3.3388712406158447,0.0,0.17224442691076547,0.17406324815237895,0.0009508517105132341,0.08226888626813889,0.08714305609464645,0.0009408164187334478,0.0009408164187334478,0.0009508517105132341,0.08226888626813889,0.08714305609464645,0.0009408164187334478,0.0009408164187334478,0.0009143341449089348,0.0831121951341629,0.08822812139987946,0.0009042987367138267,0.0009042987367138267,0.1727900732832495
1,1,fol_01_00038,1469,186,186,50,19,5,3.54,4.35,39.2899853515625,-0.15999984741210938,39.300010681152344,254.75025939941406,1.6097265481948853,0.00031403274624608457,39.300010681152344,1000.0,1.6097265481948853,0.0,2.514024168252945,0.8400143663166091,0.5576773285865784,0.361660897731781,0.4745325744152069,0.5582789778709412,0.5618743896484375,0.5576773285865784,0.361660897731781,0.4745325744152069,0.5582789778709412,0.5618743896484375,0.000980679178610444,0.36194339394569397,0.475149005651474,0.0009706437704153359,0.0009706437704153359,2.011821227672044
1,1,fol_01_00039,1446,153,153,50,16,5,4.55,4.55,35.92000122070313,-0.7399997711181641,35.95999526977539,1000.0,1.2087392807006836,0.0,35.95999526977539,1000.0,1.2087392807006836,0.0,1.0728998510167003,1.0788941148202866,0.001122010638937354,0.5403185486793518,0.5292453765869141,0.0011069575557485223,0.0011069575557485223,0.001122010638937354,0.5403185486793518,0.5292453765869141,0.0011069575557485223,0.0011069575557485223,0.001067652367055416,0.5433943271636963,0.5323269367218018,0.0010525992838665843,0.0010525992838665843,1.074698130157776
1,1,fol_01_00040,1472,163,163,50,17,5,4.65,4.55,17.670004272460936,-0.6399993896484375,17.700002670288086,1000.0,0.6080385446548462,0.0,17.700002670288086,1000.0,0.6080385446548462,0.0,1.8296708137495443,1.8347045736154541,0.0012126077199354768,0.9178271293640137,0.9082359671592712,0.0011975547531619668,0.0011975547531619668,0.0012126077199354768,0.9178271293640137,0.9082359671592712,0.0011975547531619668,0.0011975547531619668,0.0011529530165717006,0.9205989837646484,0.9106768369674683,0.0011378999333828688,0.0011378999333828688,1.8311809417093172
1,1,fol_01_00041,1493,164,164,50,17,5,4.65,4.65,17.66999206542969,0.23999977111816406,17.5100040435791,76.78211212158203,0.6013050675392151,0.0014977541286498308,17.5100040435791,76.78211212158203,0.6013050675392151,0.0014977541286498308,3.382243722677231,3.6827908158302307,0.535029411315918,0.9244601130485535,0.9141100645065308,0.5113690495491028,0.49727508425712585,0.535029411315918,0.9244601130485535,0.9141100645065308,0.5113690495491028,0.49727508425712585,0.6488745808601379,0.9247023463249207,0.9144064784049988,0.6089465618133545,0.5858608484268188,3.4724078506231306
1,1,fol_01_00042,1510,168,168,50,17,5,4.24,4.65,14.969993286132812,0.0,14.940010070800781,1000.0,0.5140892863273621,0.0,14.940010070800781,1000.0,0.5140892863273621,0.0,1.9114683726802468,1.912441369262524,0.0013893418945372105,0.956987738609314,0.9503427147865295,0.0013742886949330568,0.0013742886949330568,0.0013893418945372105,0.956987738609314,0.9503427147865295,0.0013742886949330568,0.0013742886949330568,0.0013268993934616446,0.9579076766967773,0.9505831003189087,0.0013118464266881347,0.0013118464266881347,1.9117602716549298
1,1,fol_01_00043,1538,162,162,50,17,5,4.45,4.24,21.47000244140625,2.1399993896484375,12.33000373840332,7.370370864868164,0.4375218152999878,0.14826709032058716,17.20000648498535,7.678568363189697,0.5678443908691406,0.14586062729358673,4.810373425483704,4.7069411277771,0.9892688989639282,0.979433536529541,0.9757462739944458,0.9652360081672668,0.9006887078285217,0.9892688989639282,0.979433536529541,0.9757462739944458,0.9652360081672668,0.9006887078285217,0.9877951741218567,0.93681401014328,0.9167429208755493,0.9646563529968262,0.9009326696395874,4.779343736171722
1,1,fol_01_00044,1596,195,195,50,20,5,3.74,3.94,19.479992065429688,-0.4799995422363281,18.819988250732422,46.166664123535156,0.7816379070281982,0.004548737313598394,19.510005950927734,1000.0,0.8038733005523682,0.0,3.7772486805915833,1.6910115863429382,0.7374769449234009,0.8220692873001099,0.8923123478889465,0.6808041334152222,0.6445859670639038,0.7374769449234009,0.8220692873001099,0.8923123478889465,0.6808041334152222,0.6445859670639038,0.0014339435147121549,0.807900071144104,0.8788397908210754,0.001418890431523323,0.001418890431523323,3.1513775523169896
1,1,fol_01_00045,1561,155,155,50,16,5,4.45,4.45,26.100003051757813,0.9099998474121094,18.10000228881836,13.210537910461426,0.6553223133087158,0.05768609046936035,23.76999282836914,19.80831527709961,0.762347400188446,0.030290329828858376,4.496459901332855,4.16709291934967,0.9519784450531006,0.8956735134124756,0.8993370532989502,0.904076337814331,0.8453945517539978,0.9519784450531006,0.8956735134124756,0.8993370532989502,0.904076337814331,0.8453945517539978,0.8950175046920776,0.8338044881820679,0.7856116890907288,0.8480926752090454,0.8045665621757507,4.397649806737899
1,1,fol_01_00046,1564,123,123,50,13,5,6.06,4.95,93.11000549316407,3.3200016021728516,77.09000396728516,23.21988296508789,2.3073930740356445,0.07149045169353485,86.62000274658203,26.984416961669922,2.5934131145477295,0.05951330065727234,3.0738821923732758,2.966295011341572,0.864668607711792,0.18677328526973724,0.15644823014736176,0.9201368689537048,0.9458552002906799,0.864668607711792,0.18677328526973724,0.15644823014736176,0.9201368689537048,0.9458552002906799,0.8393340110778809,0.1498146504163742,0.12364741414785385,0.9075225591659546,0.9459763765335083,3.0416060380637644
1,1,fol_01_00047,1551,79,79,50,8,5,4.14,3.74,42.06999450683594,7.289999008178711,21.170000076293945,3.403536319732666,0.6913781762123108,0.9137556552886963,28.539995193481445,4.40432071685791,0.9278281927108765,0.7356412410736084,4.679129362106323,4.376329004764557,0.9990699887275696,0.8621115684509277,0.8252034783363342,0.9989423751831055,0.9938019514083862,0.9990699887275696,0.8621115684509277,0.8252034783363342,0.9989423751831055,0.9938019514083862,0.9979972839355469,0.7144116163253784,0.6716612577438354,0.9983183145523071,0.993940532207489,4.588289254903793
1,1,fol_01_00048,1711,80,80,50,8,5,4.14,4.65,15.059994201660157,-0.5300006866455078,15.069995880126953,1000.0,0.5196552872657776,0.0,15.069995880126953,1000.0,0.5196552872657776,0.0,1.9081011007074267,1.9087854374665767,0.0014961070846766233,0.9546645879745483,0.9489816427230835,0.001479381462559104,0.001479381462559104,0.0014961070846766233,0.9546645879745483,0.9489816427230835,0.001479381462559104,0.001479381462559104,0.0014802177902311087,0.9553118944168091,0.9490663409233093,0.0014634921681135893,0.0014634921681135893,1.9083064017351716
1,1,fol_01_00049,1603,128,128,50,13,5,4.65,4.45,68.74998779296875,3.3800010681152344,53.66000747680664,16.598905563354492,1.785583257675171,0.11126996576786041,61.70000076293945,16.671161651611328,1.8227474689483643,0.11126996576786041,3.4336254000663757,3.3583548963069916,0.9247627258300781,0.30400270223617554,0.29800206422805786,0.950860857963562,0.9559970498085022,0.9247627258300781,0.30400270223617554,0.29800206422805786,0.950860857963562,0.9559970498085022,0.9239910244941711,0.2921999990940094,0.2350832223892212,0.9509507417678833,0.9561299085617065,3.4110442489385604
