recording_id,event_id,ego_id,target_id,start_frame,end_frame,anchor_frame,context_anchor_frame,context_horizon_steps,ego_length,adv_length,initial_gap,initial_closing_speed,recorded_min_gap,recorded_min_ttc,collision,near_collision,y_long
1,fol_01_00013,30,29,588,741,665,616,125,5.26,4.24,43.83000183105469,-1.5499992370605469,43.83000183105469,1000.0,0.0,0.0,0.698530382656783
1,fol_01_00014,31,26,540,731,636,606,125,4.55,4.95,137.79998779296875,11.14000129699707,82.58999633789062,7.584022045135498,0.0,0.0,0.8482658107514199
1,fol_01_00015,32,30,588,785,687,660,125,4.85,5.26,106.74999267578124,1.460000991821289,101.55001068115234,73.11638641357422,0.0,0.0,0.34675888121685433
1,fol_01_00016,34,27,632,789,711,664,125,3.84,5.15,239.17998779296875,8.430000305175781,202.44000244140625,28.31496810913086,0.0,0.0,0.26886376024070674
1,fol_01_00017,36,32,652,868,760,743,125,3.94,4.85,109.24998901367188,4.870002746582031,84.11998748779297,16.756967544555664,0.0,0.0,0.560017884003198
1,fol_01_00018,37,36,678,929,804,804,125,3.64,3.94,38.58998962402344,-0.5400009155273438,37.959999084472656,46.292701721191406,0.0,0.0,0.9920968649614073
1,fol_01_00019,40,37,784,956,870,831,125,4.65,3.64,153.5400128173828,-2.55999755859375,153.54000854492188,1000.0,0.0,0.0,0.2172614017494021
1,fol_01_00020,41,40,818,1090,954,954,125,4.14,4.65,32.81999633789063,1.720001220703125,25.879993438720703,19.052316665649414,0.0,0.0,1.3643987107023947
1,fol_01_00021,42,41,841,1106,974,974,125,4.75,4.14,26.689994506835937,0.5999984741210938,25.259986877441406,43.72154998779297,0.0,0.0,1.4037104978355766
1,fol_01_00022,43,42,875,1134,1005,1005,125,4.95,4.75,42.02001037597656,0.9599990844726562,36.39000701904297,30.492219924926758,0.0,0.0,1.0037001033393167
1,fol_01_00023,44,43,901,1163,1032,1032,125,4.65,4.95,33.39000244140625,0.6000022888183594,31.529987335205078,54.04913330078125,0.0,0.0,1.1620081573690293
1,fol_01_00024,46,44,922,1189,1056,1056,125,4.24,4.65,27.110007934570312,-1.3400001525878906,27.110008239746094,21.229650497436523,0.0,0.0,1.268511606161899
1,fol_01_00025,48,46,963,1147,1055,1022,125,4.75,4.24,57.2499951171875,-0.5900001525878906,57.249996185302734,1000.0,0.0,0.0,0.6079941280717573
1,fol_01_00026,49,48,973,1147,1060,1022,125,4.85,4.75,11.95,-0.7999992370605469,11.949999809265137,8.125810623168945,0.0,0.0,2.8565325334867313
1,fol_01_00027,50,47,994,1211,1103,1086,125,4.55,4.75,53.47998962402344,1.2400016784667969,46.230003356933594,31.394723892211914,0.0,0.0,0.9354898026982491
1,fol_01_00028,51,49,1006,1269,1138,1138,125,4.95,4.85,32.15999755859375,0.8199996948242188,30.2499942779541,39.21952438354492,0.0,0.0,1.2344909066398073
1,fol_01_00029,53,50,1018,1242,1130,1117,125,4.75,4.55,35.439996337890626,-0.43000030517578125,35.43999481201172,1000.0,0.0,0.0,1.1524210934851051
1,fol_01_00030,54,51,1029,1292,1161,1161,125,4.55,4.95,30.3699951171875,0.09000015258789062,29.229995727539062,74.94808959960938,0.0,0.0,1.2808625772515407
1,fol_01_00031,55,53,1071,1268,1170,1143,125,4.04,4.75,104.89000366210938,-7.060001373291016,104.89000701904297,1000.0,0.0,0.0,0.3052807540388963
1,fol_01_00032,57,54,1081,1310,1196,1185,125,4.35,4.55,58.85000305175781,1.5300025939941406,53.070003509521484,38.424861907958984,0.0,0.0,0.7547345346039717
1,fol_01_00033,59,55,1167,1361,1264,1236,125,4.35,4.04,116.88000457763673,2.0400009155273438,113.81999206542969,57.29409408569336,0.0,0.0,0.3475357145358338
1,fol_01_00034,60,56,1180,1400,1290,1275,125,4.95,5.96,96.2699984741211,4.430002212524414,73.75999450683594,16.427616119384766,0.0,0.0,0.5555467290423431
1,fol_01_00035,61,57,1196,1352,1274,1227,125,4.24,4.35,172.9600048828125,-4.3600006103515625,172.9600067138672,1000.0,0.0,0.0,0.19232581252891645
1,fol_01_00036,63,59,1206,1442,1324,1317,125,4.55,4.35,37.4199951171875,3.7399978637695312,22.029979705810547,7.622822284698486,0.0,0.0,1.982536443790643
1,fol_01_00037,65,61,1260,1499,1380,1374,125,4.55,4.24,99.39000366210938,-3.969999313354492,99.39000701904297,1000.0,0.0,0.0,0.2929099728651979
1,fol_01_00038,66,64,1282,1655,1469,1469,125,3.54,4.35,39.2899853515625,-0.15999984741210938,39.28998565673828,1000.0,0.0,0.0,0.6410631424726104
1,fol_01_00039,67,65,1292,1599,1446,1446,125,4.55,4.55,35.92000122070313,-0.7399997711181641,35.92000198364258,1000.0,0.0,0.0,0.8220339785703653
1,fol_01_00040,68,67,1309,1635,1472,1472,125,4.65,4.55,17.670004272460936,-0.6399993896484375,17.67000389099121,1000.0,0.0,0.0,1.607349724662151
1,fol_01_00041,69,68,1328,1657,1493,1493,125,4.65,4.65,17.66999206542969,0.23999977111816406,17.5100040435791,73.62503814697266,0.0,0.0,1.6620049025746473
1,fol_01_00042,70,69,1342,1678,1510,1510,125,4.24,4.65,14.969993286132812,0.0,14.940010070800781,1000.0,0.0,0.0,1.9343388076069323
1,fol_01_00043,74,70,1376,1700,1538,1538,125,4.45,4.24,21.47000244140625,2.1399993896484375,12.390015602111816,7.370370388031006,0.0,0.0,2.5594372868510042
1,fol_01_00044,75,73,1400,1791,1596,1596,125,3.74,3.94,19.479992065429688,-0.4799995422363281,19.17000961303711,46.16666793823242,0.0,0.0,1.3101795459925487
1,fol_01_00045,76,74,1405,1716,1561,1561,125,4.45,4.45,26.100003051757813,0.9099998474121094,19.579998016357422,13.210537910461426,0.0,0.0,1.5497751532473838
1,fol_01_00046,78,71,1441,1687,1564,1562,125,6.06,4.95,93.34001647949219,3.3300018310546875,77.09000396728516,23.21988296508789,0.0,0.0,0.5102468516152813
1,fol_01_00047,79,75,1471,1630,1551,1505,125,4.14,3.74,56.83001953125,8.639999389648438,21.170000076293945,3.403536319732666,0.0,0.0,2.056201729054205
1,fol_01_00048,79,80,1631,1791,1711,1666,125,4.14,4.65,12.090000610351563,-2.8799991607666016,12.09000015258789,1000.0,0.0,0.0,2.4186951771778618
1,fol_01_00049,80,76,1475,1731,1603,1603,125,4.65,4.45,68.74998779296875,3.3800010681152344,53.78000259399414,16.598905563354492,0.0,0.0,0.6929430804587571
1,fol_01_00050,81,78,1476,1749,1613,1613,125,3.94,6.06,55.66999816894531,-2.430002212524414,55.66999816894531,1000.0,0.0,0.0,0.5316716761418175
1,fol_01_00051,83,75,1631,1815,1723,1690,125,3.64,3.74,120.61000305175781,3.780000686645508,98.03999328613281,19.073930740356445,0.0,0.0,0.3956981317890881
1,fol_01_00052,84,79,1631,1812,1722,1687,125,4.35,4.14,134.9099835205078,9.530000686645508,81.44001007080078,7.937624454498291,0.0,0.0,0.8267776068025829
1,fol_01_00053,85,82,1615,1786,1701,1661,125,4.65,4.75,108.51000671386718,4.5,88.03001403808594,21.882476806640625,0.0,0.0,0.6149591610981431
1,fol_01_00054,86,83,1618,1903,1761,1761,125,4.95,3.64,61.53999145507812,1.5500011444091797,57.75,39.703189849853516,0.0,0.0,0.547272795599321
1,fol_01_00055,87,85,1642,1836,1739,1711,125,4.24,4.65,54.39999359130859,-2.740001678466797,54.399993896484375,1000.0,0.0,0.0,0.7927903811972501
1,fol_01_00056,88,84,1647,1876,1762,1751,125,4.95,4.35,63.79000244140625,0.5199966430664062,57.26000213623047,32.86888885498047,0.0,0.0,0.6658578580532911
1,fol_01_00057,89,81,1669,1807,1738,1682,125,4.65,3.94,231.54002197265626,5.309999465942383,203.0500030517578,34.709388732910156,0.0,0.0,0.2579504778209399
1,fol_01_00058,90,88,1674,1917,1796,1792,125,4.04,4.95,37.70000732421875,1.7000007629394531,25.8699893951416,10.323840141296387,0.0,0.0,1.4717164209401192
1,fol_01_00059,91,86,1687,1957,1822,1822,125,4.24,4.95,85.33999755859375,0.8199996948242188,78.69999694824219,41.64022445678711,0.0,0.0,0.4204111185958107
1,fol_01_00060,92,91,1736,2024,1880,1880,125,3.84,4.24,63.060006103515626,-1.3799991607666016,63.06000518798828,1000.0,0.0,0.0,0.4523915000302807
1,fol_01_00061,93,89,1805,1945,1875,1820,125,4.85,4.65,104.2699966430664,1.2999992370605469,103.14002227783203,80.20773315429688,0.0,0.0,0.37542733826391544
1,fol_01_00062,94,93,1805,2020,1913,1895,125,4.85,4.85,44.47000732421875,-3.5900001525878906,44.470008850097656,1000.0,0.0,0.0,0.6892707360672188
1,fol_01_00063,97,95,1828,2000,1914,1875,125,5.05,4.85,89.56000213623047,-4.240001678466797,89.56000518798828,1000.0,0.0,0.0,0.38245408281213344
1,fol_01_00064,99,97,1857,2000,1929,1875,125,4.45,5.05,37.36000061035156,-1.9500007629394531,37.36000061035156,1000.0,0.0,0.0,0.8723865421689414
1,fol_01_00065,100,99,1896,2039,1968,1914,125,3.94,4.45,49.4200016784668,0.060001373291015625,46.730003356933594,31.574254989624023,0.0,0.0,0.7810796241066077
1,fol_01_00066,101,100,1915,2174,2045,2045,125,4.85,3.94,23.250004272460938,-0.8100013732910156,23.250003814697266,1000.0,0.0,0.0,1.5088555355792004
1,fol_01_00067,102,101,1941,2196,2069,2069,125,4.55,4.85,28.760006713867188,-0.30999755859375,28.760005950927734,1000.0,0.0,0.0,1.229433622224529
1,fol_01_00068,106,102,1977,2224,2101,2099,125,3.84,4.55,45.68,0.9300003051757812,38.209999084472656,16.758779525756836,0.0,0.0,1.0255522696180623
1,fol_01_00069,107,104,2015,2161,2088,2036,125,3.94,4.55,134.40000427246093,-15.220001220703125,134.40000915527344,1000.0,0.0,0.0,0.21147513210324032
1,fol_01_00070,108,106,2020,2252,2136,2127,125,4.75,3.84,54.18000610351562,0.20999908447265625,53.87998962402344,258.00115966796875,0.0,0.0,0.7245415139414318
1,fol_01_00071,110,108,2120,2290,2205,2165,125,4.85,4.75,141.35000915527343,3.4099998474121094,124.989990234375,39.81819534301758,0.0,0.0,0.3859516201573991
1,fol_01_00072,111,109,2242,2413,2328,2288,125,4.04,3.94,86.38001037597657,-0.5,86.38001251220703,1000.0,0.0,0.0,0.3899925727744987
1,fol_01_00073,113,110,2242,2369,2306,2244,125,4.85,4.85,143.53999938964844,-4.709999084472656,143.5399932861328,1000.0,0.0,0.0,0.26878247765859664
1,fol_01_00074,114,113,2229,2466,2348,2341,125,5.05,4.85,39.390011596679685,-3.6000022888183594,39.390010833740234,1000.0,0.0,0.0,0.8964189792368346
1,fol_01_00075,115,114,2242,2498,2370,2370,125,5.96,5.05,31.42999755859375,-5.100002288818359,31.42999839782715,1000.0,0.0,0.0,0.9374012292428067
1,fol_01_00076,117,116,2383,2569,2476,2444,125,3.44,4.75,69.40998962402344,-11.180000305175781,69.40998840332031,1000.0,0.0,0.0,0.3089706429628625
1,fol_01_00077,119,117,2364,2542,2453,2417,125,4.75,3.44,51.790009765625,4.340000152587891,30.399995803833008,7.053363800048828,0.0,0.0,1.2077321211456922
1,fol_01_00078,120,117,2543,2694,2619,2569,125,4.35,3.44,199.04999206542968,3.1499996185302734,180.24998474121094,45.81929397583008,0.0,0.0,0.21393998344248502
1,fol_01_00079,123,120,2665,2792,2729,2667,125,3.94,4.35,102.44998596191407,12.299999237060547,41.47999954223633,3.4000003337860107,0.0,0.0,1.9169346496003714
1,fol_01_00080,125,123,2665,2792,2729,2667,125,4.65,3.94,62.55000122070312,-6.779998779296875,62.55000305175781,1000.0,0.0,0.0,0.4865204872697087
1,fol_01_00081,128,125,2742,2944,2843,2819,125,4.14,4.65,113.42000244140625,1.1899986267089844,105.59001922607422,61.00006103515625,0.0,0.0,0.3769262604522453
1,fol_01_00082,129,128,2762,3019,2891,2891,125,4.04,4.14,61.250011596679684,-6.920001983642578,61.2500114440918,1000.0,0.0,0.0,0.41989286474348625
1,fol_01_00083,131,130,2794,3016,2905,2891,125,4.45,4.14,50.589994506835936,-1.5900001525878906,50.589996337890625,41.92686080932617,0.0,0.0,0.8060989818110392
1,fol_01_00084,134,131,2831,3049,2940,2924,125,3.23,4.45,51.74998107910156,-0.5400009155273438,51.74998092651367,1000.0,0.0,0.0,0.7452840550426181
1,fol_01_00085,135,133,2862,3037,2950,2912,125,4.65,4.75,76.91000061035156,-9.950000762939453,76.91000366210938,1000.0,0.0,0.0,0.44280338403346403
1,fol_01_00086,136,135,2900,3116,3008,2991,125,4.04,4.65,59.769990234375,-1.0399971008300781,59.769989013671875,1000.0,0.0,0.0,0.6575718343861325
1,fol_01_00087,138,129,2927,3106,3017,2981,125,3.84,4.04,191.02998596191406,-0.18999862670898438,191.02000427246094,1000.0,0.0,0.0,0.15895895073684221
1,fol_01_00088,145,143,3235,3399,3317,3274,125,4.85,4.75,29.11998291015625,-0.039997100830078125,28.619998931884766,19.469369888305664,0.0,0.0,1.2154277165830147
1,fol_01_00089,146,141,3235,3567,3401,3401,125,5.46,4.95,28.76001159667969,1.5200004577636719,23.800004959106445,18.92105484008789,0.0,0.0,1.222603853134933
1,fol_01_00090,147,142,3356,3492,3424,3367,125,4.85,4.85,44.610006713867186,1.3499984741210938,34.60999298095703,14.603378295898438,0.0,0.0,1.1299650541492194
1,fol_01_00091,148,145,3257,3518,3388,3388,125,4.55,4.85,24.040005493164063,-0.8799972534179688,24.04000473022461,1000.0,0.0,0.0,1.3532809217942656
1,fol_01_00092,150,146,3269,3595,3432,3432,125,4.45,5.46,33.089998168945314,0.26000022888183594,30.530000686645508,47.04547119140625,0.0,0.0,0.9401794404381002
1,fol_01_00093,151,149,3285,3515,3400,3390,125,4.65,4.35,38.66999816894531,-0.20000076293945312,38.149993896484375,43.35221481323242,0.0,0.0,1.1066368711619026
1,fol_01_00094,152,148,3298,3542,3420,3417,125,4.45,4.55,40.61000061035156,0.9600028991699219,40.19999694824219,42.30195617675781,0.0,0.0,0.8700806998557342
1,fol_01_00095,153,152,3430,3577,3504,3452,125,4.14,4.45,26.88999755859375,-2.6299972534179688,26.889997482299805,1000.0,0.0,0.0,1.1171546923470945
1,fol_01_00096,155,151,3340,3536,3438,3411,125,4.14,4.65,96.87000701904297,-6.759998321533203,96.87001037597656,1000.0,0.0,0.0,0.3176698799671287
1,fol_01_00097,156,155,3367,3640,3504,3504,125,4.35,4.14,29.96000183105469,0.10000228881835938,29.739999771118164,249.00221252441406,0.0,0.0,1.1821835696459606
1,fol_01_00098,157,156,3386,3665,3526,3526,125,4.75,4.35,18.529986572265624,-0.20000076293945312,17.489978790283203,35.979957580566406,0.0,0.0,2.0194080489446935
1,fol_01_00099,158,157,3402,3682,3542,3542,125,5.05,4.75,25.139993286132814,-1.9199981689453125,25.13999366760254,55.769229888916016,0.0,0.0,1.2569357436338766
1,fol_01_00100,159,150,3430,3626,3528,3501,125,6.27,4.45,153.00000061035155,-0.6000003814697266,153.0,1000.0,0.0,0.0,0.18720867207395098
1,fol_01_00101,160,153,3430,3621,3526,3496,125,3.74,4.14,154.5200067138672,-0.3299980163574219,154.52000427246094,1000.0,0.0,0.0,0.21641802185856157
1,fol_01_00102,163,162,3654,3904,3779,3779,125,3.94,4.65,29.370008544921873,-3.479999542236328,29.37000846862793,1000.0,0.0,0.0,1.1092665415397094
1,fol_01_00103,165,161,3785,3927,3856,3802,125,4.45,5.05,60.74000549316406,0.48999786376953125,59.84001159667969,123.9179458618164,0.0,0.0,0.5888095149057186
1,fol_01_00104,166,167,3841,3980,3911,3855,125,4.65,4.75,25.249996948242188,-9.530000686645508,25.249996185302734,1000.0,0.0,0.0,1.085622281490747
1,fol_01_00105,168,163,3785,3938,3862,3813,125,4.45,3.94,112.67998474121094,0.8100013732910156,112.26000213623047,139.11085510253906,0.0,0.0,0.33146864006083293
1,fol_01_00106,171,168,3773,3956,3865,3831,125,4.65,4.45,37.0699951171875,0.5900001525878906,31.179996490478516,14.237449645996094,0.0,0.0,1.2206627653542137
1,fol_01_00107,172,169,3794,4022,3908,3897,125,4.85,4.75,68.04001159667969,-1.9899978637695312,68.04000854492188,1000.0,0.0,0.0,0.4828477884586822
1,fol_01_00108,174,171,3808,4041,3925,3916,125,4.35,4.65,66.14999389648438,-2.779998779296875,66.14999389648438,1000.0,0.0,0.0,0.48759329598412776
1,fol_01_00109,175,172,3817,4022,3920,3897,125,4.95,4.85,25.499993896484376,-0.09000015258789062,20.909997940063477,7.603635311126709,0.0,0.0,1.78228803483695
1,fol_01_00110,177,175,3867,4098,3983,3973,125,4.45,4.95,57.539990234375,0.1100006103515625,57.46000289916992,523.087890625,0.0,0.0,0.6196769890270017
1,fol_01_00111,178,177,3929,4150,4040,4025,125,4.95,4.45,94.69999389648437,-3.0100021362304688,94.69999694824219,1000.0,0.0,0.0,0.3325745732580095
1,fol_01_00112,180,174,3960,4108,4034,3983,125,4.55,4.35,194.45000915527345,5.8600006103515625,166.62001037597656,29.963808059692383,0.0,0.0,0.32481241888808204
1,fol_01_00113,181,178,4016,4239,4128,4114,125,4.24,4.95,115.50000122070313,-1.470001220703125,115.5,1000.0,0.0,0.0,0.2782611050411683
1,fol_01_00114,183,180,4042,4221,4132,4096,125,3.84,4.55,139.41001098632813,-3.3199996948242188,139.41000366210938,1000.0,0.0,0.0,0.2513154198405716
1,fol_01_00115,185,183,4076,4332,4204,4204,125,4.45,3.84,45.28000305175782,0.020000457763671875,44.97999954223633,451.3896179199219,0.0,0.0,0.8045225314615525
1,fol_01_00116,186,185,4098,4367,4233,4233,125,4.24,4.45,26.87001159667969,-0.3400001525878906,26.869997024536133,96.60626220703125,0.0,0.0,1.3362688815912989
1,fol_01_00117,188,181,4113,4283,4198,4158,125,4.45,4.24,119.19999816894531,-1.2700004577636719,119.19999694824219,1000.0,0.0,0.0,0.2632500802356157
1,fol_01_00118,189,186,4134,4389,4262,4262,125,5.05,4.24,46.920002441406254,-0.43000030517578125,46.72999954223633,180.7293243408203,0.0,0.0,0.7765781125353821
1,fol_01_00119,192,193,4217,4465,4341,4340,125,4.45,4.35,56.41999206542969,-8.110000610351562,56.41999053955078,1000.0,0.0,0.0,0.3877835904304375
1,fol_01_00120,193,182,4217,4369,4293,4244,125,4.35,4.24,146.65000732421876,4.920000076293945,123.91000366210938,28.914207458496094,0.0,0.0,0.3631427766586461
1,fol_01_00121,194,189,4217,4426,4322,4301,125,4.85,5.05,60.64999084472656,1.3600006103515625,51.71999740600586,26.882936477661133,0.0,0.0,0.7644589961510228
1,fol_01_00122,195,191,4195,4488,4342,4342,125,4.75,4.24,26.399989013671874,1.1200027465820312,25.350000381469727,23.571361541748047,0.0,0.0,1.3146785389878206
1,fol_01_00123,197,195,4229,4513,4371,4371,125,4.35,4.75,45.89999694824219,-1.5200004577636719,45.89999771118164,1000.0,0.0,0.0,0.680497118207585
1,fol_01_00124,198,192,4255,4562,4409,4409,125,4.85,4.45,63.29999694824219,3.980001449584961,42.81000518798828,9.598658561706543,0.0,0.0,0.8508697516796097
1,fol_01_00125,199,197,4303,4553,4428,4428,125,4.35,4.35,65.32999267578126,3.6000022888183594,58.959999084472656,18.14720916748047,0.0,0.0,0.6385349041531606
1,fol_01_00126,200,199,4330,4603,4467,4467,125,4.14,4.35,38.46999633789063,-0.020000457763671875,34.840023040771484,35.74263381958008,0.0,0.0,0.9924293652482313
1,fol_01_00127,201,198,4331,4591,4461,4461,125,3.44,4.85,90.35001037597657,-1.2800006866455078,90.35001373291016,1000.0,0.0,0.0,0.317660551249749
1,fol_01_00128,202,200,4350,4632,4491,4491,125,3.94,4.14,23.310006103515626,-0.039997100830078125,21.100013732910156,21.3131103515625,0.0,0.0,1.6107177691381003
1,fol_01_00129,203,202,4370,4650,4510,4510,125,4.95,3.94,18.280006103515625,0.04000091552734375,17.96997833251953,20.65517234802246,0.0,0.0,1.9286874608558433
1,fol_01_00130,204,203,4392,4666,4529,4529,125,4.95,4.95,26.460003662109376,0.9399986267089844,24.240001678466797,26.13136100769043,0.0,0.0,1.4672077622214186
1,fol_01_00131,206,204,4431,4689,4560,4560,125,4.75,4.95,42.239996337890624,0.7900009155273438,36.209999084472656,26.985612869262695,0.0,0.0,1.0035524192400844
1,fol_01_00132,208,206,4476,4718,4597,4593,125,4.95,4.75,65.93999328613282,-1.4300003051757812,65.93999481201172,63.351985931396484,0.0,0.0,0.5291542400759139
1,fol_01_00133,211,209,4491,4778,4635,4635,125,3.94,4.65,23.23998840332031,-2.3000011444091797,23.239988327026367,1000.0,0.0,0.0,1.2490885647053875
1,fol_01_00134,212,208,4493,4769,4631,4631,125,4.65,4.95,18.269992065429687,0.3100013732910156,17.969989776611328,58.93519592285156,0.0,0.0,2.030406299591928
1,fol_01_00135,213,205,4512,4743,4628,4618,125,4.55,4.75,70.8899932861328,5.500001907348633,40.839988708496094,6.132129192352295,0.0,0.0,1.1227002067216034
1,fol_01_00136,214,211,4516,4778,4647,4647,125,4.35,3.94,25.009998779296875,-0.10000038146972656,22.890003204345703,23.597959518432617,0.0,0.0,1.421427919498499
1,fol_01_00137,216,214,4534,4837,4686,4686,125,5.96,4.35,26.289992065429686,-2.75,26.28999137878418,1000.0,0.0,0.0,1.0028063141170358
1,fol_01_00138,218,216,4557,4890,4724,4724,125,4.65,5.96,19.830009765625,1.3999996185302734,16.98999786376953,14.121430397033691,0.0,0.0,1.7674215465766268
1,fol_01_00139,219,218,4579,4909,4744,4744,125,5.05,4.65,25.990011596679686,0.010000228881835938,19.499990463256836,12.553664207458496,0.0,0.0,1.5764754718271607
1,fol_01_00140,220,219,4606,4930,4768,4768,125,4.85,5.05,21.570004272460938,-0.09000015258789062,19.859996795654297,17.891910552978516,0.0,0.0,1.5054979306835223
1,fol_01_00141,221,220,4645,4949,4797,4797,125,5.05,4.85,37.3,0.1399993896484375,35.7299919128418,35.7299919128418,0.0,0.0,0.8663172527072026
1,fol_01_00142,224,221,4699,4982,4841,4841,125,4.45,5.05,71.83999633789062,-0.9300003051757812,71.83999633789062,1000.0,0.0,0.0,0.4127902275986328
1,fol_01_00143,226,224,4727,5050,4889,4889,125,4.55,4.45,35.66999816894531,-1.6800003051757812,35.66999816894531,1000.0,0.0,0.0,0.7831641598849338
1,fol_01_00144,227,225,4748,5142,4945,4945,125,3.94,6.06,29.900009155273438,0.75,28.11998748779297,39.52000045776367,0.0,0.0,0.9051677129782689
1,fol_01_00145,229,223,4763,4917,4840,4792,125,5.05,4.14,115.84999206542969,-10.670000076293945,115.84999084472656,1000.0,0.0,0.0,0.1812809507948701
1,fol_01_00146,229,228,4918,5132,5025,5007,125,5.05,4.95,33.21998596191406,-2.8999996185302734,33.21998596191406,1000.0,0.0,0.0,0.667479221975361
1,fol_01_00147,230,227,4788,5177,4983,4983,125,5.46,3.94,20.540005493164063,0.48999977111816406,15.87999439239502,15.816514015197754,0.0,0.0,1.5740363045366896
1,fol_01_00148,231,230,4812,5200,5006,5006,125,4.75,5.46,43.57000305175781,-1.510000228881836,43.570003509521484,1000.0,0.0,0.0,0.5312450991730377
1,fol_01_00149,232,226,4831,5087,4959,4959,125,4.85,4.55,98.45998840332031,0.2999992370605469,98.33999633789062,328.2008056640625,0.0,0.0,0.3083939581753217
1,fol_01_00150,234,232,4865,5178,5022,5022,125,4.35,4.85,45.139990234375,-1.4300003051757812,45.139991760253906,1000.0,0.0,0.0,0.6099856325670431
1,fol_01_00151,235,234,4893,5228,5061,5061,125,4.65,4.35,31.610000610351562,-0.3400001525878906,31.499984741210938,150.0006561279297,0.0,0.0,0.9203022641669214
1,fol_01_00152,236,235,4919,5260,5090,5090,125,4.85,4.65,21.610000610351562,-0.6900005340576172,21.610000610351562,1000.0,0.0,0.0,1.2190044767845825
1,fol_01_00153,237,229,4938,5185,5062,5060,125,4.35,5.05,112.4199951171875,10.14000129699707,61.8599967956543,6.106614112854004,0.0,0.0,0.9931266789846774
1,fol_01_00154,238,236,4951,5291,5121,5121,125,5.15,4.85,31.790008544921875,-0.3600006103515625,31.779998779296875,145.13558959960938,0.0,0.0,0.8794080535582903
1,fol_01_00155,240,238,4964,5326,5145,5145,125,5.26,5.15,12.09999267578125,-0.4900016784667969,12.099992752075195,36.000003814697266,0.0,0.0,2.2490788430235384
1,fol_01_00156,241,242,5033,5369,5201,5201,125,4.45,3.94,18.0700146484375,0.15999984741210938,17.93999481201172,112.93760681152344,0.0,0.0,1.5003291796519826
1,fol_01_00157,242,240,5033,5342,5188,5188,125,3.94,5.26,23.110006713867186,-0.6800003051757812,23.11000633239746,123.8576889038086,0.0,0.0,1.1135355168138856
1,fol_01_00158,243,241,5042,5391,5217,5217,125,4.04,4.45,30.47999084472656,0.5100002288818359,29.8699893951416,59.7646598815918,0.0,0.0,0.9213879413297285
1,fol_01_00159,244,243,5065,5423,5244,5244,125,3.84,4.04,24.580004272460936,-0.3400001525878906,24.58000373840332,829.3668212890625,0.0,0.0,1.1003922150762155
1,fol_01_00160,245,244,5084,5452,5268,5268,125,4.85,3.84,14.690003662109376,-0.15999984741210938,14.690003395080566,37.05005645751953,0.0,0.0,1.8317111865433993
1,fol_01_00161,248,245,5130,5471,5301,5301,125,4.85,4.85,36.72000732421875,0.3800010681152344,35.779998779296875,96.6313247680664,0.0,0.0,0.7772662077092796
1,fol_01_00162,250,248,5181,5509,5345,5345,125,4.45,4.85,49.43000183105469,-0.2800006866455078,46.519996643066406,27.69046974182129,0.0,0.0,0.6125817672880779
1,fol_01_00163,252,250,5240,5551,5396,5396,125,4.85,4.45,61.769998168945314,-1.0599994659423828,61.769996643066406,1000.0,0.0,0.0,0.40911919562952537
