recording_id,event_id,ego_id,target_id,start_frame,end_frame,anchor_frame,context_end_frame,context_length,context_horizon_steps,pre_cross_steps,post_cross_steps,risk_start_frame,risk_start_index,cross_frame,cutin_start_frame,cutin_end_frame,source_lane,target_lane,ego_length,adv_length,initial_gap,initial_closing_speed,recorded_min_gap,recorded_min_ttc,completion_gap,post_cutin_min_gap,post_cutin_min_ttc,cutin_gap,cutin_ttc,cutin_time_headway,cutin_lateral_time_gap,max_post_cutin_drac,cutin_duration_seconds,cross_lateral_offset,min_abs_lateral_offset,max_abs_lateral_velocity,max_lateral_approach_speed,final_abs_lateral_offset,cutin_safety_risk_score,post_longitudinal_risk_score,ltg_risk_score,y_long,is_cutin,is_front_cutin,collision,near_collision,y_cutin
1,cin_01_00012,229,228,4763,5132,4903,5003,101,100,15,85,4918,14,4918,4907,5015,5,6,5.05,4.95,20.94000244140625,-3.020000457763672,21.050003051757812,1000.0,34.10000000000005,22.759994506835938,1000.0,22.759994506835938,1000.0,0.9463615417480469,2.9332646703541227,0.0,4.32,-2.3099999999999987,0.7899990081787109,1.0000228881835938,1.0000228881835938,0.7899990081787109,1.0482800811597115,0.9836223722332449,0.0646577089264665,0.9836223722332449,1.0,1.0,0.0,0.0,1.0482800811597115
1,cin_01_00013,262,261,5378,5771,5621,5721,101,100,30,70,5651,29,5651,5640,5771,2,3,4.24,4.65,11.170005493164062,-0.7900009155273438,11.219993591308594,1000.0,16.03,12.319999694824219,1000.0,12.319999694824219,1000.0,0.5305770635604858,1.3700348099756807,0.0,5.24,-1.5200000000000014,0.3599996566772461,1.250004768371582,1.250004768371582,0.36999988555908203,2.0172291209355038,1.8787781509255834,0.13845097000992046,1.8787781509255834,1.0,1.0,0.0,0.0,2.0172291209355038
1,cin_01_00014,310,308,6271,6611,6278,6378,101,100,35,65,6313,34,6313,6302,6480,6,5,4.65,4.35,27.440000534057617,4.039999008178711,14.780006408691406,5.570249557495117,18.350000000000023,14.780006408691406,5.570249557495117,21.580001831054688,5.605194568634033,0.7205342650413513,2.070151645207439,0.3434314429759979,7.12,2.139999999999997,0.8000011444091797,1.0000228881835938,1.0000228881835938,0.8000011444091797,2.3261525077383864,2.2394524387984607,0.08670006893992564,2.2394524387984607,1.0,1.0,0.0,0.0,2.3261525077383864
1,cin_01_00015,312,309,6294,6604,6486,6586,101,100,45,55,6531,44,6531,6520,6589,3,2,4.35,4.75,79.710009765625,-4.209999084472656,79.87998962402344,1000.0,92.67,86.65998840332031,1000.0,86.65998840332031,1000.0,3.61686110496521,1.085001072884629,0.0,2.76,2.320000000000002,0.010000228881835938,2.0000219345092773,2.0000219345092773,0.07999992370605469,0.44812489336133476,0.2764169255025994,0.17170796785873535,0.2764169255025994,1.0,1.0,0.0,0.0,0.44812489336133476
1,cin_01_00016,322,314,6435,6705,6526,6626,101,100,15,85,6541,14,6541,6530,6646,2,3,4.55,4.14,71.1499951171875,8.89000129699707,43.160003662109375,7.874627590179443,39.670000000000016,43.160003662109375,7.874627590179443,66.06001281738281,8.026731491088867,1.856661319732666,1.7100016689316453,0.5126620531082153,4.64,-1.7700000000000014,0.5299997329711914,1.250004768371582,1.250004768371582,0.5299997329711914,1.2161527434863182,1.1092264734475155,0.10692627003880265,1.1092264734475155,1.0,1.0,0.0,0.0,1.2161527434863182
1,cin_01_00017,469,471,9474,9720,9592,9692,101,100,20,80,9612,19,9612,9601,9702,3,2,4.04,4.45,17.409998779296874,-9.599998474121094,17.799997329711914,1000.0,63.559999999999995,25.2499942779541,1000.0,25.2499942779541,1000.0,0.8248936533927917,1.512023346303502,0.0,4.04,2.040000000000001,0.009999275207519531,1.5000104904174805,1.5000104904174805,0.009999275207519531,1.2183833456459732,1.0925603772735992,0.12582296837237403,1.0925603772735992,1.0,1.0,0.0,0.0,1.2183833456459732
1,cin_01_00018,474,472,9533,9781,9605,9705,101,100,30,70,9635,29,9635,9624,9723,2,3,4.35,4.55,47.8,3.8600006103515625,40.94999313354492,12.539473533630371,40.62000000000002,40.94999313354492,18.982820510864258,44.23000717163086,18.982820510864258,1.218793272972107,1.9400014305128388,0.0613713264465332,3.96,-2.0100000000000016,0.4399995803833008,1.250004768371582,1.250004768371582,0.4399995803833008,1.0343176495846265,0.9463465077418263,0.0879711418428002,0.9463465077418263,1.0,1.0,0.0,0.0,1.0343176495846265
1,cin_01_00019,488,482,9785,10093,9990,10090,101,100,35,65,10025,34,10025,10014,10093,2,3,4.85,4.24,39.89999969482422,4.649999618530273,30.0000057220459,8.613883018493652,30.04,30.0000057220459,10.664599418640137,34.340003967285156,10.664599418640137,1.1837297677993774,1.7100016689316453,0.15096673369407654,3.16,-1.7800000000000011,0.7700004577636719,1.5000104904174805,1.5000104904174805,0.7700004577636719,1.2016459892185762,1.0957931228670559,0.10585286635152041,1.0957931228670559,1.0,1.0,0.0,0.0,1.2016459892185762
1,cin_01_00020,488,484,9785,10070,9854,9954,101,100,20,80,9874,19,9874,9863,9940,2,3,4.85,3.94,57.55998657226563,3.989999771118164,49.41000747680664,14.49748420715332,49.71000000000002,49.41000747680664,16.873458862304688,54.67000198364258,16.873458862304688,1.8156758546829224,1.415994201682275,0.09600876271724701,3.08,-1.8200000000000003,0.5500001907348633,1.250004768371582,1.250004768371582,0.6499996185302734,0.8135503459219149,0.6873333924370882,0.12621695348482662,0.6873333924370882,1.0,1.0,0.0,0.0,0.8135503459219149
1,cin_01_00021,499,497,9966,10283,10044,10144,101,100,50,50,10094,49,10094,10083,10171,2,3,4.65,3.64,20.1300244140625,1.480001449584961,18.439990997314453,13.834465980529785,18.88999999999997,18.439990997314453,85.59120178222656,18.830005645751953,85.59120178222656,0.6285048723220825,0.9866751438471565,0.0012851747451350093,3.52,-0.8200000000000003,0.0,0.7500171661376953,0.7500171661376953,0.029999732971191406,1.8764457540175288,1.684928759253018,0.1915169947645107,1.684928759253018,1.0,1.0,0.0,0.0,1.8764457540175288
1,cin_01_00022,552,547,10944,11269,11046,11146,101,100,15,85,11061,14,11061,11050,11141,2,3,4.75,4.04,24.64998291015625,3.3400001525878906,18.47000503540039,7.3885602951049805,18.48,18.47000503540039,8.049470901489258,22.78000259399414,8.049470901489258,0.7688155174255371,1.271995269793435,0.17578794062137604,3.64,-1.7699999999999996,0.15000057220458984,1.5000104904174805,1.5000104904174805,0.15999984741210938,1.8681157097241115,1.723417213493154,0.14469849623095743,1.723417213493154,1.0,1.0,0.0,0.0,1.8681157097241115
1,cin_01_00023,664,665,13954,14245,13997,14097,101,100,35,65,14032,34,14032,14021,14224,3,2,14.75,5.15,6.050000000000001,-11.829999923706055,6.520001411437988,1000.0,101.91,22.650005340576172,1000.0,22.650005340576172,1000.0,0.9390549659729004,2.1950017881410484,0.0,8.12,2.355000000000002,0.6950006484985352,1.0000228881835938,1.0000228881835938,0.6950006484985352,1.0315905852024307,0.9434320124448882,0.08815857275754252,0.9434320124448882,1.0,1.0,0.0,0.0,1.0315905852024307
1,cin_01_00024,674,667,14174,14345,14242,14342,101,100,15,85,14257,14,14257,14246,14345,6,5,4.65,4.75,149.28001098632814,8.5,116.87998962402344,15.521904945373535,115.97000000000001,116.87998962402344,15.521904945373535,144.20999145507812,17.106760025024414,3.4270431995391846,1.4720225833524072,0.25051695108413696,3.96,1.8900000000000006,0.3699989318847656,1.2499809265136719,1.2499809265136719,0.3699989318847656,0.6791805943910868,0.5589324447938422,0.12024814959724457,0.5589324447938422,1.0,1.0,0.0,0.0,0.6791805943910868
1,cin_01_00025,703,701,14647,14962,14854,14954,101,100,45,55,14899,44,14899,14888,14962,2,3,4.65,4.35,26.08000946044922,1.5900001525878906,23.79999542236328,16.566883087158203,23.79,23.79999542236328,46.461490631103516,24.159996032714844,46.461490631103516,0.8159403800964355,3.0999294297158118,0.0055960374884307384,2.96,-1.6199999999999974,0.7300004959106445,0.7500171661376953,0.7500171661376953,0.7300004959106445,1.343441424271751,1.2823709612889855,0.061070462982765486,1.2823709612889855,1.0,1.0,0.0,0.0,1.343441424271751
1,cin_01_00026,719,718,15051,15337,15205,15305,101,100,30,70,15235,29,15235,15224,15337,2,3,4.55,3.64,28.400010375976564,-0.3899993896484375,25.190004348754883,15.743748664855957,23.080000000000002,25.190004348754883,15.743748664855957,28.44999885559082,72.9488296508789,0.8726993799209595,1.933350287694313,0.05081383138895035,4.52,-1.549999999999999,0.2799997329711914,0.7500171661376953,0.7500171661376953,0.2799997329711914,1.4490924281318622,1.35371350039693,0.09537892773493216,1.35371350039693,1.0,1.0,0.0,0.0,1.4490924281318622
1,cin_01_00028,725,728,15391,15698,15586,15686,101,100,15,85,15601,14,15601,15590,15677,5,6,10.61,3.74,28.000003051757812,-8.830001831054688,28.35000991821289,1000.0,60.82000000000001,33.310001373291016,1000.0,33.310001373291016,1000.0,1.3612587451934814,1.0700092189337826,0.0,3.48,-1.8250000000000028,0.0049991607666015625,1.5000343322753906,1.5000343322753906,0.034999847412109375,0.8041952521788717,0.6306717026046389,0.17352354957423277,0.6306717026046389,1.0,1.0,0.0,0.0,0.8041952521788717
1,cin_01_00029,729,731,15427,15679,15562,15662,101,100,25,75,15587,24,15587,15576,15667,3,2,3.89,4.24,33.61999755859375,-11.689998626708984,34.09000015258789,1000.0,80.88,45.38998794555664,1000.0,45.38998794555664,1000.0,1.5848459005355835,1.3000327436300922,0.0,3.64,2.1499999999999986,0.28999996185302734,1.5000104904174805,1.5000104904174805,0.28999996185302734,0.6789786799894075,0.5393692578480774,0.1396094221413301,0.5393692578480774,1.0,1.0,0.0,0.0,0.6789786799894075
1,cin_01_00030,735,732,15486,15740,15525,15625,101,100,50,50,15575,49,15575,15564,15671,2,3,4.35,4.75,54.64000244140625,6.410001754760742,35.84000015258789,8.52146053314209,30.909999999999993,35.84000015258789,9.275641441345215,43.41000747680664,9.275641441345215,1.176104187965393,2.2266865880408178,0.25227364897727966,4.28,-1.7799999999999994,0.75,0.9999990463256836,0.9999990463256836,0.75,1.3185641367292191,1.2358868891711878,0.08267724755803121,1.2358868891711878,1.0,1.0,0.0,0.0,1.3185641367292191
1,cin_01_00031,802,803,16896,17183,17056,17156,101,100,50,50,17106,49,17106,17095,17183,5,6,4.35,4.55,13.730007934570313,-5.729999542236328,13.960003852844238,1000.0,43.56999999999998,25.440013885498047,1000.0,25.440013885498047,1000.0,0.844902515411377,1.9699542246805264,0.0,3.52,-2.0100000000000016,0.7000007629394531,1.0000228881835938,1.0000228881835938,0.7000007629394531,1.1871531041933052,1.1002584113146552,0.08689469287865013,1.1002584113146552,1.0,1.0,0.0,0.0,1.1871531041933052
1,cin_01_00032,859,858,18218,18465,18268,18368,101,100,15,85,18283,14,18283,18272,18428,6,5,3.84,4.85,28.11000183105469,1.25,23.770021438598633,20.635652542114258,23.31000000000003,23.770021438598633,20.635652542114258,27.38999366760254,21.56691551208496,0.7010492086410522,2.6934435401831127,0.03125660493969917,6.24,2.129999999999999,0.40000152587890625,1.0000228881835938,1.0000228881835938,0.40000152587890625,1.7466778804837038,1.6762174870725313,0.07046039341117254,1.6762174870725313,1.0,1.0,0.0,0.0,1.7466778804837038
1,cin_01_00034,886,873,18706,18891,18790,18890,101,100,50,50,18840,49,18840,18829,18891,6,5,3.94,5.05,170.45998657226562,9.290000915527344,139.66000366210938,18.368249893188477,139.43999999999994,139.66000366210938,19.948049545288086,153.60000610351562,19.948049545288086,4.463818550109863,2.100052453388012,0.19300134479999542,2.48,2.2600000000000016,0.6800003051757812,1.2500286102294922,1.2500286102294922,0.6800003051757812,0.495390099761465,0.4033582159770823,0.09203188378438264,0.4033582159770823,1.0,1.0,0.0,0.0,0.495390099761465
1,cin_01_00035,925,926,19714,19952,19730,19830,101,100,35,65,19765,34,19765,19754,19866,3,2,3.74,4.45,-5.869993896484376,-9.310001373291016,-5.48000955581665,1000.0,47.28,7.4599928855896,1000.0,7.4599928855896,1000.0,0.23466475307941437,1.5333221012477152,0.0,4.48,2.4099999999999984,0.5499992370605469,1.5000104904174805,1.5000104904174805,0.5499992370605469,4.393144016603757,4.2760378023025,0.11710621430125721,4.2760378023025,1.0,1.0,0.0,0.0,4.393144016603757
1,cin_01_00036,985,977,21185,21419,21316,21416,101,100,15,85,21331,14,21331,21320,21419,2,3,3.94,4.45,113.94999664306641,4.85999870300293,99.87999725341797,23.552806854248047,99.62,99.87999725341797,24.88365936279297,111.22998809814453,24.88365936279297,3.4330241680145264,2.15995041007057,0.08981800079345703,3.96,-1.7200000000000006,0.8400001525878906,0.7500171661376953,0.7500171661376953,0.8400001525878906,0.48485376725066354,0.40299352400965427,0.0818602432410093,0.40299352400965427,1.0,1.0,0.0,0.0,0.48485376725066354
2,cin_02_00001,2,5,2,116,15,115,101,100,50,50,65,49,65,54,116,5,6,4.65,4.85,16.32000732421875,-8.0,16.6300048828125,1000.0,51.57000000000005,33.05999755859375,1000.0,33.05999755859375,1000.0,0.9954832196235657,1.4080216678110933,0.0,2.48,-1.870000000000001,0.3000011444091797,1.2499809265136719,1.2499809265136719,0.3000011444091797,1.0386327627717675,0.9132369001018539,0.12539586266991373,0.9132369001018539,1.0,1.0,0.0,0.0,1.0386327627717675
2,cin_02_00002,16,12,267,498,303,403,101,100,45,55,348,44,348,337,498,2,3,2.93,4.55,98.70001770019532,4.790000915527344,79.33000946044922,17.255924224853516,64.28,79.33000946044922,17.255924224853516,89.9800033569336,18.214580535888672,2.3835761547088623,1.5400014305128389,0.13964082300662994,6.44,-1.5799999999999983,0.5299997329711914,1.250004768371582,1.250004768371582,0.5299997329711914,0.7420692380143058,0.6279208033357832,0.1141484346785226,0.6279208033357832,1.0,1.0,0.0,0.0,0.7420692380143058
2,cin_02_00003,118,113,2183,2418,2292,2392,101,100,50,50,2342,49,2342,2331,2418,2,3,4.55,4.35,73.41000061035156,9.170000076293945,48.52999496459961,8.019755363464355,45.72,48.52999496459961,9.36290454864502,58.05001449584961,9.36290454864502,1.5406055450439453,0.6719967956665205,0.3310938775539398,3.48,-0.9299999999999997,0.01999950408935547,1.250004768371582,1.250004768371582,0.619999885559082,1.2867209926839394,1.0043551628558713,0.2823658298280679,1.0043551628558713,1.0,1.0,0.0,0.0,1.2867209926839394
2,cin_02_00004,137,134,2650,2961,2687,2787,101,100,15,85,2702,14,2702,2691,2785,2,3,4.24,4.55,58.39000366210938,5.260002136230469,39.95999526977539,10.114226341247559,40.230000000000004,39.95999526977539,10.114226341247559,55.22999954223633,10.5,1.6726226806640625,1.7300433932573553,0.251786470413208,3.76,-1.83,0.19999980926513672,1.0000228881835938,1.0000228881835938,0.2799997329711914,1.1074465938193256,1.0086607961527376,0.09878579766658793,1.0086607961527376,1.0,1.0,0.0,0.0,1.1074465938193256
2,cin_02_00007,330,328,7481,7750,7502,7602,101,100,20,80,7522,19,7522,7511,7618,2,3,3.64,4.85,25.119990234375,3.259998321533203,15.590006828308105,7.526491165161133,14.949999999999992,15.590006828308105,7.550345420837402,22.500024795532227,7.550345420837402,0.5930423140525818,2.2933541024255333,0.1973419338464737,4.28,-1.8299999999999983,0.1400003433227539,0.9999990463256836,0.9999990463256836,0.1400003433227539,2.626693874447714,2.543864456443804,0.0828294180039098,2.543864456443804,1.0,1.0,0.0,0.0,2.626693874447714
2,cin_02_00008,334,333,7593,7866,7627,7727,101,100,30,70,7657,29,7657,7646,7866,2,3,4.24,4.14,36.38000732421875,3.7800025939941406,28.780000686645508,9.630321502685547,33.84,28.780000686645508,11.616485595703125,32.41000747680664,11.616485595703125,0.9155368804931641,1.7999580392904826,0.12008798867464066,8.8,-1.459999999999999,0.5,1.0000228881835938,1.0000228881835938,0.5,1.4103972666454032,1.3051356554908142,0.10526161115458905,1.3051356554908142,1.0,1.0,0.0,0.0,1.4103972666454032
2,cin_02_00009,541,536,11937,12199,12007,12107,101,100,35,65,12042,34,12042,12031,12127,2,3,4.35,4.75,40.0699951171875,5.6100006103515625,26.53000259399414,7.163672924041748,25.590000000000014,26.53000259399414,8.342503547668457,33.37001419067383,8.342503547668457,0.9018922448158264,1.9500016689316453,0.23973619937896729,3.84,-1.9900000000000002,0.6999998092651367,0.9999990463256836,0.9999990463256836,0.6999998092651367,1.6319958077284031,1.5441185581304255,0.08787724959797753,1.5441185581304255,1.0,1.0,0.0,0.0,1.6319958077284031
2,cin_02_00010,605,600,13100,13336,13101,13201,101,100,30,70,13131,29,13131,13120,13336,2,3,4.65,4.65,120.30999145507812,9.620000839233398,83.59000396728516,9.811033248901367,43.190000000000005,83.59000396728516,9.811033248901367,108.9800033569336,11.471576690673828,2.7326982021331787,1.7333490161172393,0.4345885217189789,8.64,-1.3900000000000006,0.18999958038330078,1.0000228881835938,1.0000228881835938,0.18999958038330078,0.8966771135190621,0.786839548374491,0.10983756514457109,0.786839548374491,1.0,1.0,0.0,0.0,0.8966771135190621
2,cin_02_00011,645,641,14226,14457,14229,14329,101,100,15,85,14244,14,14244,14233,14426,6,5,4.95,4.75,79.93999328613282,5.510002136230469,61.409996032714844,14.544785499572754,49.61999999999997,61.409996032714844,14.70114517211914,76.73999786376953,14.70114517211914,1.9932466745376587,2.2800572218778314,0.1775372326374054,7.72,2.280000000000001,0.470001220703125,1.0000228881835938,1.0000228881835938,0.470001220703125,0.8556909619455677,0.7814808880204016,0.07421007392516608,0.7814808880204016,1.0,1.0,0.0,0.0,0.8556909619455677
2,cin_02_00012,705,701,15679,15952,15783,15883,101,100,30,70,15813,29,15813,15802,15952,2,3,4.04,4.24,42.48998962402344,2.8300018310546875,34.800018310546875,15.132140159606934,29.770000000000003,34.800018310546875,18.758289337158203,39.58000183105469,18.758289337158203,1.211138367652893,3.1399275224108334,0.05624181777238846,6.0,-1.6000000000000014,0.8000001907348633,0.7500171661376953,0.7500171661376953,0.8000001907348633,1.0701074371887918,1.023156903660716,0.04695053352807584,1.023156903660716,1.0,1.0,0.0,0.0,1.0701074371887918
2,cin_02_00013,703,702,15672,15919,15674,15774,101,100,15,85,15689,14,15689,15678,15860,6,5,4.24,4.75,29.829996948242187,1.8699989318847656,22.32999610900879,12.03791332244873,21.459999999999983,22.32999610900879,12.03791332244873,28.820003509521484,14.338294982910156,0.7217631936073303,3.319923707800877,0.08955083042383194,7.28,2.539999999999999,0.6700000762939453,1.0000228881835938,1.0000228881835938,0.6700000762939453,1.9249009763887228,1.873146312243526,0.05175466414519695,1.873146312243526,1.0,1.0,0.0,0.0,1.9249009763887228
2,cin_02_00014,706,704,15701,15951,15772,15872,101,100,20,80,15792,19,15792,15781,15888,6,5,6.77,4.75,20.449991455078127,-0.3800010681152344,20.479997634887695,1000.0,22.92000000000001,21.040002822875977,1000.0,21.040002822875977,1000.0,0.5535386204719543,1.9000289921416038,0.0,4.28,2.375,0.6350002288818359,1.4999866485595703,1.4999866485595703,0.6450004577636719,1.8765933711346146,1.7828068818274925,0.09378648930712213,1.7828068818274925,1.0,1.0,0.0,0.0,1.8765933711346146
2,cin_02_00015,729,720,16129,16382,16236,16336,101,100,35,65,16271,34,16271,16260,16343,2,3,5.05,6.97,99.14000915527343,-0.529998779296875,99.10999298095703,235.97613525390625,98.95,99.10999298095703,235.97613525390625,99.65999603271484,1000.0,3.3623480796813965,1.2119956512617063,0.0008899206295609474,3.32,-1.705,0.2349996566772461,1.5000104904174805,1.5000104904174805,0.2349996566772461,0.4760047071310164,0.3216317742887868,0.15437293284222955,0.3216317742887868,1.0,1.0,0.0,0.0,0.4760047071310164
2,cin_02_00016,748,745,16496,16797,16596,16696,101,100,15,85,16611,14,16611,16600,16711,6,5,4.85,3.94,32.22000549316407,-0.6599998474121094,32.2400016784668,1000.0,39.75000000000004,32.66000747680664,1000.0,32.66000747680664,1000.0,1.137186884880066,1.3200559511698882,0.0,4.44,1.0700000000000003,0.010000228881835938,0.7500171661376953,0.7500171661376953,0.48999977111816406,1.0144547801830819,0.8691122715088987,0.14534250867418314,0.8691122715088987,1.0,1.0,0.0,0.0,1.0144547801830819
2,cin_02_00017,812,811,18084,18329,18104,18204,101,100,35,65,18139,34,18139,18128,18292,6,5,4.45,4.75,25.620001220703124,-0.05999755859375,25.590002059936523,1000.0,36.759999999999955,25.809995651245117,1000.0,25.809995651245117,1000.0,0.7044212818145752,1.3799675758153729,0.0,6.56,1.4899999999999984,0.1900005340576172,1.2500286102294922,1.2500286102294922,0.1900005340576172,1.526244670977279,1.3904826912159929,0.1357619797612861,1.3904826912159929,1.0,1.0,0.0,0.0,1.526244670977279
2,cin_02_00018,874,871,19432,19760,19446,19546,101,100,25,75,19471,24,19471,19460,19558,2,3,4.65,4.65,33.950006103515626,2.0900001525878906,31.3799991607666,16.43690299987793,32.720000000000006,31.3799991607666,26.44260025024414,32.26000213623047,26.44260025024414,1.1612671613693237,1.2639951172061263,0.023068860173225403,3.92,-1.629999999999999,0.23999977111816406,1.5000104904174805,1.5000104904174805,0.23999977111816406,1.054946218514514,0.9119624008873883,0.14298381762712573,0.9119624008873883,1.0,1.0,0.0,0.0,1.054946218514514
2,cin_02_00019,890,888,20045,20220,20083,20183,101,100,25,75,20108,24,20108,20097,20204,6,5,4.75,4.85,150.25999755859374,10.34000015258789,112.54000854492188,13.459105491638184,105.72000000000004,112.54000854492188,13.459105491638184,140.1000213623047,14.052162170410156,3.255868434906006,1.2800114441936612,0.3550267815589905,4.28,2.0199999999999996,0.010000228881835938,1.4999866485595703,1.4999866485595703,0.39999961853027344,0.7776704365271507,0.6375214660833,0.1401489704438508,0.6375214660833,1.0,1.0,0.0,0.0,0.7776704365271507
2,cin_02_00020,899,896,20236,20438,20308,20408,101,100,15,85,20323,14,20323,20312,20412,2,3,4.65,5.05,92.67998352050782,1.0200004577636719,87.57999420166016,59.98633575439453,87.32,87.57999420166016,59.98633575439453,91.98999786376953,82.13400268554688,2.4290995597839355,1.8900011920940323,0.01216943096369505,4.0,-1.9699999999999989,0.35000038146972656,0.9999990463256836,0.9999990463256836,0.35000038146972656,0.5650671718388892,0.46915686397578293,0.09591030786310624,0.46915686397578293,1.0,1.0,0.0,0.0,0.5650671718388892
