k,u,xi,beta,modified_scale,exceedance_rate
123.0,5.27793485382865,0.6347892532894259,0.7253216809716758,4.0756980057438,0.001677509103555501
124.0,5.258944371049614,0.6135189507598966,0.7504457442970005,3.976907776928024,0.0016911473889502612
125.0,5.249772612620371,0.608527102441758,0.7536805687452368,3.948309485181209,0.0017047856743450213
126.0,5.245457955392869,0.6109224019466237,0.7466129552014006,3.951180728620038,0.0017184239597397815
127.0,5.229220246030239,0.5953409056998586,0.7651664329382936,3.8783351503139736,0.0017320622451345417
128.0,5.22750216848433,0.6015739255432506,0.7526794024635122,3.8974084027444853,0.001745700530529302
129.0,5.225104587926728,0.6067220301498633,0.7418492181055496,3.9120352814378183,0.001759338815924062
130.0,5.212951021202931,0.5967667756464377,0.7523438153335672,3.863259787859645,0.0017729771013188223
131.0,5.206557763972947,0.5956883635981921,0.7503672855585802,3.851853159959087,0.0017866153867135825
132.0,5.202596251887275,0.598232893048592,0.7433756118949342,3.85573981902522,0.0018002536721083426
133.0,5.200131217470604,0.6030016079929192,0.7334028145319547,3.869090300440906,0.0018138919575031026
134.0,5.198384889401213,0.6089697212382131,0.7220635154347446,3.8877225124223407,0.0018275302428978628
135.0,5.1957910863379055,0.613519368742188,0.7128554454723495,3.9005739128786687,0.001841168528292623
136.0,5.194313674530761,0.620015919703931,0.7012769905217121,3.9218341606666076,0.0018548068136873832
137.0,5.174923736734471,0.5958683214343596,0.7296102847493453,3.8131834053081386,0.0018684450990821434
138.0,5.167696344764333,0.5926779900434225,0.73079880478417,3.793578687553836,0.0018820833844769035
139.0,5.165546513505442,0.5975215103197238,0.7210159012711737,3.8075410556477287,0.0018957216698716637
140.0,5.159169101080858,0.5954336111757896,0.7207121017273489,3.792654790250477,0.001909359955266424
141.0,5.158769895981852,0.6032919434227364,0.7074106275306444,3.819654943748244,0.001922998240661184
142.0,5.158524722281277,0.6114899383461816,0.6939141162606428,3.8483000806456746,0.0019366365260559443
143.0,5.155473635726866,0.6147485924593948,0.686926747258164,3.8562469082827735,0.0019502748114507045
144.0,5.154928039820882,0.6225941465487492,0.6744164635458576,3.883844487018356,0.0019639130968454647
145.0,5.15169777324366,0.6253254324001323,0.6683092378967534,3.8897968755451435,0.001977551382240225
146.0,5.148474307213139,0.6279097202150294,0.6624168556264751,3.8951939174029446,0.001991189667634985
147.0,5.14349450525398,0.6268964850565679,0.6607644019904231,3.8852030282419143,0.0020048279530297452
148.0,5.135991906682558,0.6206906072924985,0.6650657995619015,3.8529277351700557,0.0020184662384245054
149.0,5.123160645663274,0.604725305842331,0.6814477720159865,3.779552660344104,0.0020321045238192656
150.0,5.113123461205489,0.5947398213802351,0.6910395676659699,3.7320177016784113,0.0020457428092140258
151.0,5.109399311747856,0.5962089675284061,0.6864396974153687,3.732709385762907,0.002059381094608786
152.0,5.099412665772095,0.5865867422215334,0.6958630993769098,3.6871109622353884,0.002073019380003546
153.0,5.099031748067318,0.5937604468646409,0.684159455160274,3.7117628244697163,0.0020866576653983063
154.0,5.097596127958535,0.5991542807747525,0.674846535118986,3.729093076846145,0.002100295950793066
155.0,5.088767493696182,0.5909456223746083,0.6823017745277957,3.689486648209762,0.0021139342361878263
156.0,5.0784983034195,0.5806113319253311,0.692674466926439,3.641308131055369,0.0021275725215825865
157.0,5.074895968398051,0.5819299035553673,0.6884405653178939,3.6416742867612943,0.0021412108069773467
158.0,5.07394719488217,0.5879026880752891,0.6784444338274438,3.6614316288507442,0.002154849092372107
159.0,5.071976363513256,0.5919368407044896,0.6708940850144871,3.6731837497603697,0.002168487377766867
160.0,5.065705790153886,0.5880442355144713,0.6731385990148369,3.6519976877271096,0.002182125663161627
161.0,5.061445932484287,0.5878490608252027,0.67088481310075,3.6462510509291803,0.0021957639485563874
162.0,5.055795604434162,0.5850644513791469,0.6718655518842894,3.6298318334776645,0.0022094022339511476
163.0,5.049045873203936,0.5802852765082285,0.6752614111256805,3.6051483917605567,0.0022230405193459078
164.0,5.048522996498124,0.5867097075088045,0.6649841344022144,3.627001585029102,0.002236678804740668
165.0,5.048030324214604,0.5933678043060842,0.6547428634539814,3.650081533003731,0.002250317090135428
166.0,5.041527322180922,0.5884340903680638,0.6581985447249409,3.6248050886182126,0.0022639553755301883
167.0,5.040897023994862,0.5947909265721136,0.6484500298289568,3.646729841485471,0.0022775936609249485
168.0,5.023462506972608,0.5695824440193169,0.6763795190216146,3.5376555711824773,0.0022912319463197087
169.0,5.017287450968339,0.5657627159208123,0.6789134023242376,3.517507577139494,0.002304870231714469
170.0,5.010234240258819,0.5604861849234182,0.6832868619534422,3.4914539368487882,0.002318508517109229
171.0,5.008429939811323,0.5641975231930219,0.6763755063744953,3.502119273501819,0.0023321468025039893
172.0,5.006266512377575,0.5671929958527823,0.6703357330197209,3.5098550342126176,0.0023457850878987494
173.0,4.9769898732757785,0.5269936789525147,0.7214948853178706,3.344337088744883,0.0023594233732935096
174.0,4.970467176333227,0.5235704522129851,0.7240941724429187,3.326483919665506,0.00237306165868827
175.0,4.950041887383007,0.5019159252173876,0.7542166980472895,3.238721551817955,0.00238669994408303
176.0,4.943582989452731,0.49912760339858564,0.7563824942437725,3.2238612239713293,0.00240033822947779
177.0,4.939551005809925,0.49944469407225034,0.7537553263305867,3.220787867281601,0.0024139765148725504
178.0,4.938676636444022,0.5036991796065884,0.7451388777997257,3.2327462479188047,0.0024276148002673106
179.0,4.924051658663861,0.490510801635633,0.7634555967087646,3.1787561230952432,0.0024412530856620708
180.0,4.904835149489826,0.47316384110854126,0.7897745102058655,3.110565149542658,0.002454891371056831
181.0,4.901351252018362,0.47416494421569144,0.7860883248292669,3.110137267824063,0.0024685296564515907
182.0,4.899523251608956,0.47689685033166324,0.77938097871094,3.11594818553,0.002482167941846351
183.0,4.899351296131985,0.48161365206885176,0.7696225423253146,3.1292170128237022,0.002495806227241111
184.0,4.891931405128223,0.4777557920664822,0.7738167910114702,3.1109653542034037,0.0025094445126358713
185.0,4.89042820116319,0.4809517490917552,0.766724126815405,3.118784123972487,0.0025230827980306314
186.0,4.880974265410917,0.47462156167401415,0.7749606147584247,3.0915762430984284,0.0025367210834253916
187.0,4.878888326476869,0.47693551928392663,0.7691045516944324,3.0960196892109657,0.002550359368820152
188.0,4.875621226550125,0.47791050344636005,0.7656148364881668,3.0957254314824967,0.002563997654214912
189.0,4.856510138047536,0.46067341821143665,0.7921993310663541,3.0294644569392086,0.002577635939609672
190.0,4.833027611413383,0.44074239818975325,0.8256820751339147,2.955802255105544,0.0025912742250044324
191.0,4.800693069034793,0.41539242489659867,0.8732737303060056,2.867445265436663,0.0026049125103991926
192.0,4.80027518263191,0.4189289500350612,0.8641730613050413,2.875147303444389,0.0026185507957939527
193.0,4.799810521029818,0.42247750932284384,0.8553285701760069,2.883140564322266,0.002632189081188713
194.0,4.789819153213612,0.41745681392930234,0.8632747585506043,2.862817401548708,0.002645827366583473
195.0,4.787075890462426,0.4189215701494825,0.8585446445413902,2.863953992998642,0.0026594656519782333
196.0,4.7855622733435,0.4214322591566323,0.8516813608771344,2.8684716810670348,0.0026731039373729935
197.0,4.783257078478506,0.42333394720587664,0.846281420566964,2.87119652009972,0.0026867422227677537
198.0,4.78295963196089,0.4269232242807597,0.8374439305850255,2.879400478266484,0.002700380508162514
199.0,4.780388694726734,0.42853188638992296,0.8326937381083158,2.8812427231366247,0.002714018793557274
200.0,4.762056950714467,0.4153016079784088,0.8562266759615311,2.8339165848780077,0.0027276570789520342
201.0,4.741775172667687,0.40158170310384744,0.8823722838827521,2.7865824334581824,0.0027412953643467944
202.0,4.739119905057015,0.4029925597805525,0.8777130969102063,2.7875431585561015,0.0027549336497415546
203.0,4.727013137068349,0.3965308063720962,0.8894218912582406,2.763828222231445,0.002768571935136315
204.0,4.726270062369079,0.3995085610499793,0.8815062013747503,2.769691553125417,0.002782210220531075
205.0,4.705977557851785,0.3867199702571377,0.9071522405482011,2.727047741751401,0.002795848505925835
206.0,4.703734855867041,0.38833186636056005,0.9018187535161054,2.7284288889601735,0.0028094867913205953
207.0,4.703252456146664,0.3914636006884777,0.8934803352205409,2.7346324766506407,0.0028231250767153555
208.0,4.70269650894737,0.39442920922528313,0.885425950977416,2.740306816228027,0.0028367633621101157
209.0,4.683509662575866,0.3825390908667493,0.909322501686782,2.7009480300741897,0.0028504016475048755
210.0,4.674332559306378,0.3788924155942667,0.9158939190678519,2.6869630737543764,0.0028640399328996357
211.0,4.674062994720461,0.38193678844775514,0.9073874111077094,2.692584020313739,0.002877678218294396
212.0,4.672029269006711,0.383659201910907,0.9019723580916426,2.694439378743156,0.002891316503689156
213.0,4.664503333649606,0.3811070291275278,0.905932813871869,2.68360782171452,0.0029049547890839162
214.0,4.653614171325392,0.3759421243516705,0.9156819221847791,2.665171519665886,0.0029185930744786764
215.0,4.6517524282393765,0.377809167964268,0.910040505056827,2.667515219545709,0.0029322313598734366
216.0,4.64028511022999,0.372313445508528,0.9207355836784409,2.648376121210088,0.0029458696452681968
217.0,4.6255718526790055,0.3646290976066845,0.9367630977421997,2.623381188299425,0.002959507930662957
218.0,4.62393780997854,0.36653428324528725,0.930765442647472,2.6255971735987393,0.002973146216057717
219.0,4.6107196289322685,0.3601372214745858,0.944153132594885,2.6046448887568854,0.0029867845014524773
220.0,4.60936934729229,0.36215882261722143,0.9377924912366695,2.607116267059956,0.0030004227868472375
221.0,4.606231047367959,0.36294418185843613,0.9343533323824426,2.6061580913203337,0.0030140610722419977
222.0,4.5996025881556575,0.3611589587237383,0.9369594925115785,2.5981471737928876,0.003027699357636758
223.0,4.598219395673308,0.36322853721458515,0.9306602347984219,2.600864739680571,0.003041337643031518
224.0,4.597521294974892,0.365778450961023,0.9233955372208471,2.6050697547570794,0.0030549759284262783
225.0,4.5944474592382125,0.3664686777902694,0.920187204035414,2.603908289599304,0.0030686142138210385
226.0,4.594138108132663,0.3694326858607077,0.9122302972927494,2.6094550777952294,0.0030822524992157986
227.0,4.591016474633167,0.37010398536867795,0.9092695959102108,2.608423090065204,0.003095890784610559
228.0,4.589051907267982,0.3716509351140125,0.9043565927669843,2.6098820253898722,0.003109529070005319
229.0,4.586189538692869,0.37256098581549174,0.9010333576860654,2.609668653358176,0.003123167355400079
230.0,4.575560593536977,0.36713264607102536,0.911147846814896,2.590985514778438,0.0031368056407948394
231.0,4.5680714327836816,0.3643729739995188,0.9158041875094336,2.5802859609150666,0.0031504439261895996
232.0,4.558631483285554,0.36014236003518935,0.9236915885913171,2.5654478895124924,0.0031640822115843598
233.0,4.5580064444515545,0.3626674547699714,0.9166437415262771,2.5696843375606493,0.00317772049697912
234.0,4.544334241805627,0.3552934772033816,0.9318133859139914,2.5463857002595054,0.00319135878237388
235.0,4.54425260847983,0.3582077918983834,0.9238130125535123,2.5515997052655415,0.0032049970677686403
236.0,4.543366480188064,0.3605173942672202,0.9172450392619396,2.555207683900372,0.0032186353531634005
237.0,4.541749355929373,0.3622368720414564,0.9120471094337974,2.5572361897219524,0.0032322736385581603
238.0,4.535670523214207,0.3604759971019611,0.9144582806012473,2.5494586349828623,0.0032459119239529204
239.0,4.532831913802772,0.36127019829509244,0.9114343915420358,2.5490114758798867,0.0032595502093476806
240.0,4.52051424761357,0.354574520997685,0.9247056097249036,2.527564783735696,0.003273188494742441
241.0,4.5071640673036,0.3475457227593871,0.9394403856362736,2.5058859790024424,0.003286826780137201
242.0,4.507129578637679,0.3503333381890491,0.9316603745604232,2.5106581254951634,0.003300465065531961
243.0,4.505354317191021,0.3518990985060987,0.9267905738939467,2.5122206965640266,0.0033141033509267214
244.0,4.5038450751424985,0.35362642531735367,0.9215308963332574,2.514209530439067,0.0033277416363214816
245.0,4.49746692246582,0.3516084234809091,0.9246871833541824,2.5060344376199257,0.0033413799217162417
246.0,4.496294281767744,0.35355936563568574,0.9190149681283968,2.5087219221015618,0.003355018207111002
247.0,4.477411912822463,0.34215367390001306,0.943419592366733,2.4753825279026236,0.003368656492505762
248.0,4.469372239108592,0.33915888865036614,0.94918379132967,2.4650111129105388,0.0033822947779005223
249.0,4.465107874725429,0.3388433882130548,0.9486495288454674,2.4616218098542237,0.0033959330632952825
250.0,4.464959965052849,0.341463194299288,0.9413210128693652,2.465940504954748,0.0034095713486900427
251.0,4.464877809710375,0.34416372328552064,0.9338367036439797,2.4704856746488026,0.003423209634084803
252.0,4.456878968787468,0.34092238518106893,0.9398238988690648,2.4592737073714313,0.003436847919479563
253.0,4.452941514025417,0.3407836224875651,0.9389189033829279,2.4564084432577724,0.0034504862048743232
254.0,4.4484908291119405,0.3402076607959834,0.938944742337865,2.452355401382423,0.0034641244902690834
255.0,4.448023029107036,0.3425791214197552,0.9322716483839081,2.456071469750235,0.0034777627756638436
256.0,4.439028841492103,0.3385840126479863,0.9401222777846627,2.443106475197201,0.003491401061058604
257.0,4.438291601427775,0.34077701124505066,0.9339356978460243,2.446403444814591,0.003505039346453364
258.0,4.436155746825632,0.34182821914562844,0.9302389672411123,2.4466421860311636,0.003518677631848124
259.0,4.434571779856459,0.3433452711147518,0.925577611981002,2.448166862013645,0.0035323159172428844
260.0,4.426810245013292,0.34014585848538653,0.9315823514913391,2.43734352263329,0.0035459542026376445
261.0,4.420008816554295,0.3377472304360485,0.9357750989108549,2.428620835204984,0.0035595924880324047
262.0,4.419906291202074,0.3402960317599756,0.9287470662538289,2.432823637900846,0.003573230773427165
263.0,4.412336817939193,0.33722741652857013,0.9344412850104786,2.4224022309780047,0.003586869058821925
264.0,4.408372665010615,0.3368960218092901,0.9339880548817664,2.419151268376661,0.0036005073442166853
265.0,4.408220898835182,0.3395162016994746,0.9270162507409911,2.423678666565756,0.003614145629611445
266.0,4.407943113846737,0.34194944583857345,0.9203930976034513,2.4276868026712988,0.0036277839150062052
267.0,4.40489144771084,0.3423130871448502,0.9184859205306319,2.4263379105344782,0.0036414222004009654
268.0,4.40025444748454,0.3413132984282503,0.9194857252880443,2.4213510846825708,0.0036550604857957256
269.0,4.397657406898686,0.3419327769509549,0.916847445996659,2.4205506552164624,0.003668698771190486
270.0,4.395873270626534,0.34321753211124684,0.9129501768756032,2.4216909522938375,0.003682337056585246
271.0,4.394535425954167,0.34489777533423954,0.90819584454735,2.423861336586447,0.003695975341980006
272.0,4.382197672781352,0.33764696795313676,0.9227565410713349,2.4023922982572503,0.0037096136273747663
273.0,4.381957321013146,0.3400817137695334,0.9161585154250054,2.4063820708201096,0.0037232519127695265
274.0,4.37937459176481,0.34070787683008846,0.9137087770484692,2.405796196052293,0.0037368901981642867
275.0,4.375418220826012,0.34018824722330393,0.9137220077678769,2.402187863179585,0.003750528483559047
276.0,4.37430773545361,0.341981308178203,0.9087887851648968,2.4047202669093553,0.003764166768953807
277.0,4.372253124490057,0.3430126269917986,0.9054389807509676,2.4051770108554016,0.0037778050543485673
278.0,4.371836740758317,0.34541696611292705,0.8993739827147729,2.409480566048538,0.0037914433397433275
279.0,4.365370210494502,0.34263643947151495,0.903991202173722,2.399726108072576,0.0038050816251380877
280.0,4.36406272588842,0.3442188334425718,0.899532276464668,2.40172485704019,0.003818719910532848
281.0,4.3587816970549405,0.3424333202929957,0.9020841878144477,2.3946762767693093,0.003832358195927608
282.0,4.3584954527444895,0.34497828893331167,0.8958200059131981,2.3994063095246116,0.003845996481322368
283.0,4.356261474956511,0.34572311752642615,0.8931523796709093,2.399212677553142,0.0038596347667171284
284.0,4.34998555319172,0.3429831448492193,0.8976344461111558,2.389606171193523,0.0038732730521118886
285.0,4.349527522987722,0.3453082768263317,0.8917761004738305,2.3937039544454235,0.0038869113375066488
286.0,4.341975469088389,0.34147855956341777,0.8985358460270146,2.381227374871013,0.003900549622901409
287.0,4.338687567939779,0.3413122853527855,0.8978255069807961,2.378672876226041,0.003914187908296169
288.0,4.337341126699468,0.3428277798144015,0.8936080246980354,2.380569053462109,0.003927826193690929
289.0,4.33645673218017,0.3448185705072233,0.8885911685568338,2.383881980013625,0.003941464479085689
290.0,4.335021401300204,0.34621269757749706,0.8846539531088586,2.385493406509184,0.00395510276448045
291.0,4.327993613814558,0.3426467342544902,0.8907805399437694,2.373753417591617,0.0039687410498752095
292.0,4.327989713835023,0.3454050715665487,0.8842597497660256,2.3791693466124983,0.00398237933526997
293.0,4.326699088756178,0.34692858442981067,0.8801077796669525,2.381163369782885,0.00399601762066473
294.0,4.311979427747663,0.33655490723666875,0.9000602682307295,2.351278104542768,0.0040096559060594904
295.0,4.311540145754978,0.3387871703701364,0.8943744047757092,2.3550688906932837,0.00402329419145425
296.0,4.308236428887945,0.33854639698904293,0.8938437955265786,2.352381715903533,0.004036932476849011
297.0,4.305211117390436,0.338530638300606,0.8928548719639708,2.3503007395530204,0.004050570762243771
298.0,4.301073547456265,0.33752654379054325,0.893893708342455,2.3456201974042994,0.004064209047638531
299.0,4.298193947010328,0.3375661606430277,0.8927390834360184,2.343663911827396,0.004077847333033291
300.0,4.297539706839717,0.3396638803216866,0.8875756091921319,2.3472946218538335,0.0040914856184280516
301.0,4.293519572842391,0.3386412726127196,0.8885293246974355,2.3424922568324034,0.004105123903822811
302.0,4.291935550740583,0.3398882892386764,0.8850698073822623,2.343848439246136,0.004118762189217572
303.0,4.284548831220444,0.3358746204641398,0.8921176560532045,2.331188868599445,0.004132400474612332
304.0,4.282505436384916,0.33671016396164427,0.889524471989755,2.331487579641553,0.004146038760007092
305.0,4.278978421945818,0.336136031013884,0.8896404625227914,2.3279592860697114,0.004159677045401852
306.0,4.269506559969553,0.33040429893171464,0.9003539891213679,2.3110173108524648,0.004173315330796613
307.0,4.265671702799691,0.32963979008580746,0.9010212467334298,2.3071563714192886,0.0041869536161913724
308.0,4.259684568494305,0.32706444934289386,0.905388134312612,2.2985795220816243,0.004200591901586132
309.0,4.2593096136026585,0.3292067987690507,0.8999496426512084,2.3021433255115817,0.004214230186980893
310.0,4.245956111298107,0.3205887614021981,0.9172776324532887,2.2784834431424423,0.0042278684723756526
