context_index,sample_index,recording_id,event_id,score,collision,near_collision,min_gap,min_ttc
2,10,23,fol_23_00752,0.9100170555116466,0.0,0.0,14.50405840095342,4.114249572315972
2,11,23,fol_23_00752,2.533774594650964,0.0,0.0,4.911151331447085,1.9242787186484704
2,12,23,fol_23_00752,1.7143871333814256,0.0,0.0,9.206909501533813,2.67598589870466
2,13,23,fol_23_00752,2.507397401014288,0.0,0.0,5.301076837984139,1.9352422813891996
2,14,23,fol_23_00752,0.9460733822806864,0.0,0.0,14.50174769652619,4.116535203296106
2,15,23,fol_23_00752,0.9916058885618861,0.0,0.0,14.50613627394585,4.116701256874163
3,0,36,fol_36_00248,1.4203179430039823,0.0,0.0,10.764276574328013,3.9653141701622965
3,1,36,fol_36_00248,0.9985371730011692,0.0,0.0,14.452665983563838,6.655222514031029
3,2,36,fol_36_00248,1.1346443143193103,0.0,0.0,12.951452980989663,5.785532655363742
3,3,36,fol_36_00248,0.8268868284436498,0.0,0.0,16.31633914817818,8.262475327261006
3,4,36,fol_36_00248,0.7297339930131848,0.0,0.0,18.05144866282067,8.266337910633153
3,5,36,fol_36_00248,0.573705273202314,0.0,0.0,20.254545623677423,8.266014456221802
3,6,36,fol_36_00248,1.5777028139086515,0.0,0.0,10.46857870377807,3.0406629497132323
3,7,36,fol_36_00248,0.9741909969035849,0.0,0.0,14.674549550554167,7.258016747465737
3,8,36,fol_36_00248,1.607140684340401,0.0,0.0,9.747073706274852,3.267050815199672
3,9,36,fol_36_00248,0.6098440468278281,0.0,0.0,20.121338425547698,8.266222041315846
3,10,36,fol_36_00248,0.6109746319797507,0.0,0.0,20.19894040903535,8.27096026185827
3,11,36,fol_36_00248,0.5528674080214082,0.0,0.0,20.26218971847217,8.271796020408363
3,12,36,fol_36_00248,0.8922289338517806,0.0,0.0,15.984700316507206,7.528654243759149
3,13,36,fol_36_00248,1.309762301227469,0.0,0.0,12.050354211248267,4.454383332877175
3,14,36,fol_36_00248,1.183338885010683,0.0,0.0,13.370499209092406,4.89395532093004
3,15,36,fol_36_00248,0.5970429043374113,0.0,0.0,20.2713722435254,8.264107988557477
4,0,1,fol_01_00477,2.2484452982490204,0.0,0.0,6.651828405363297,2.069623382051178
4,1,1,fol_01_00477,3.0431782255031052,0.0,0.0,4.701879834124007,1.66856393671855
4,2,1,fol_01_00477,0.6729819716553518,0.0,0.0,16.723395575923668,9.142435267238978
4,3,1,fol_01_00477,0.673146186548512,0.0,0.0,16.721437664422297,9.132642036234593
4,4,1,fol_01_00477,0.8548689196678558,0.0,0.0,16.7207376788757,7.076645437429073
4,5,1,fol_01_00477,0.7098495496848068,0.0,0.0,16.722851946016597,9.142443162769498
4,6,1,fol_01_00477,2.4668071147857313,0.0,0.0,6.140005932510469,1.9357748065720408
4,7,1,fol_01_00477,2.9236392405337908,0.0,0.0,4.810410910451203,1.7381471817134975
4,8,1,fol_01_00477,0.8926060418880704,0.0,0.0,16.722137217779398,5.820275610480162
4,9,1,fol_01_00477,0.6731365318613834,0.0,0.0,16.721510315957367,9.143547461846538
4,10,1,fol_01_00477,0.6758625501396752,0.0,0.0,16.72048550254666,9.136969595293378
4,11,1,fol_01_00477,0.6729298601793876,0.0,0.0,16.723749305299997,9.152279545539907
4,12,1,fol_01_00477,0.6740967738021011,0.0,0.0,16.72486120003048,9.152210763102305
4,13,1,fol_01_00477,2.662788634825818,0.0,0.0,5.481041766264958,1.842658200430462
4,14,1,fol_01_00477,0.7783960657566074,0.0,0.0,16.72273914091403,9.141243516565043
4,15,1,fol_01_00477,0.9860163293851887,0.0,0.0,16.716420335520006,4.649971222960307
5,0,23,fol_23_00787,0.8219151932984285,0.0,0.0,14.668491955861848,10.127609704707154
5,1,23,fol_23_00787,1.1228046148665534,0.0,0.0,14.668517567315538,4.734601212526654
5,2,23,fol_23_00787,0.9118243949140994,0.0,0.0,14.668198844297136,8.94589502419042
5,3,23,fol_23_00787,1.374016568410728,0.0,0.0,9.979716892344745,4.660926296414131
5,4,23,fol_23_00787,0.9140385788167069,0.0,0.0,14.668473765948209,9.386585190902736
5,5,23,fol_23_00787,0.765718683500655,0.0,0.0,14.668344486291284,23.23690202152149
5,6,23,fol_23_00787,0.7657032709311018,0.0,0.0,14.668577086963476,23.28587004035957
5,7,23,fol_23_00787,2.7692215142027066,0.0,0.0,4.424431296275804,1.7781240869946784
5,8,23,fol_23_00787,0.8728398182606365,0.0,0.0,14.668629940934393,11.138429685821722
5,9,23,fol_23_00787,0.9899258423877719,0.0,0.0,14.668576399267673,6.978716172120397
5,10,23,fol_23_00787,1.0467574564289586,0.0,0.0,14.668324011655665,5.859547057394753
5,11,23,fol_23_00787,0.7656900837843781,0.0,0.0,14.66888015078027,23.359967347638765
5,12,23,fol_23_00787,1.0739176605523368,0.0,0.0,14.668259020536665,5.327502818719021
5,13,23,fol_23_00787,0.7656869107053582,0.0,0.0,14.668843013719345,23.34338330293546
5,14,23,fol_23_00787,0.7657142335833074,0.0,0.0,14.668399124709923,23.25471556587584
5,15,23,fol_23_00787,0.7657075990781257,0.0,0.0,14.668482989919445,23.25074196362426
6,0,52,fol_52_01007,0.704652944908597,0.0,0.0,17.371920487212154,5.08152178698571
6,1,52,fol_52_01007,2.0343142269073295,0.0,0.0,9.576349287038411,2.0426455004354542
6,2,52,fol_52_01007,1.55387529603593,0.0,0.0,10.424418130322422,3.116295051650103
6,3,52,fol_52_01007,0.7042734745413064,0.0,0.0,17.374703650954686,5.082181636783915
6,4,52,fol_52_01007,2.880668575780993,0.0,0.0,4.455122456446957,1.726158747205891
6,5,52,fol_52_01007,3.0526000059880984,0.0,0.0,4.414577536212859,1.6281553522405061
6,6,52,fol_52_01007,2.372746396567789,0.0,0.0,5.9011151902274,1.9954358676324482
6,7,52,fol_52_01007,0.7043327705950058,0.0,0.0,17.3747760582551,5.08161737153493
6,8,52,fol_52_01007,0.8385917908304252,0.0,0.0,17.37193974777717,5.0800284446379855
6,9,52,fol_52_01007,2.5018635872529265,0.0,0.0,4.597509199609802,1.9243758849960448
6,10,52,fol_52_01007,0.7399908731388931,0.0,0.0,17.36229481176223,5.08001561726582
6,11,52,fol_52_01007,2.8379895324255244,0.0,0.0,4.817641003446282,1.7299049054255946
6,12,52,fol_52_01007,0.7039925576609856,0.0,0.0,17.38028934811819,5.080838049847731
6,13,52,fol_52_01007,2.1465039575633966,0.0,0.0,5.994985107449508,2.217561958103005
6,14,52,fol_52_01007,0.7050297731459496,0.0,0.0,17.374359483764326,5.082804285434642
6,15,52,fol_52_01007,0.7046293321275673,0.0,0.0,17.36793454724471,5.082066322895097
7,0,36,fol_36_00223,0.6128305446809169,0.0,0.0,17.856705330855903,19.05291854080513
7,1,36,fol_36_00223,0.6128296064710401,0.0,0.0,17.856779838086375,19.040512827487248
7,2,36,fol_36_00223,0.6128674126235252,0.0,0.0,17.856142324989627,19.045373137543596
7,3,36,fol_36_00223,0.8417289753269496,0.0,0.0,17.85571871793099,5.9118209259118
7,4,36,fol_36_00223,0.8618675353021769,0.0,0.0,17.852597823067306,5.1743813862454315
7,5,36,fol_36_00223,0.8154513496546035,0.0,0.0,17.856171722872816,6.619605431370868
7,6,36,fol_36_00223,0.6266914055077805,0.0,0.0,17.85681587667853,19.052025887797335
7,7,36,fol_36_00223,0.688821095018406,0.0,0.0,17.853920340024786,14.401220184985114
7,8,36,fol_36_00223,0.6901786224623323,0.0,0.0,17.856357200249477,12.795989400724286
7,9,36,fol_36_00223,0.6570961287809522,0.0,0.0,17.856652804230222,9.31387063503653
7,10,36,fol_36_00223,0.898338620380106,0.0,0.0,17.856045456421306,4.653845549326789
7,11,36,fol_36_00223,0.8684037772722552,0.0,0.0,17.855447995514375,5.104937900642985
7,12,36,fol_36_00223,0.7702990579664267,0.0,0.0,17.857688745999738,8.09477399301187
7,13,36,fol_36_00223,0.673822001739631,0.0,0.0,17.85573736108558,15.355161043146376
7,14,36,fol_36_00223,0.6704848691184581,0.0,0.0,17.856239413906067,14.325423327894535
7,15,36,fol_36_00223,0.8888589299277605,0.0,0.0,17.851975035594023,4.931294891864107
8,0,46,fol_46_00185,2.6781516794699756,0.0,0.0,4.3804012039830305,1.7365175698203623
8,1,46,fol_46_00185,1.0097361828629692,0.0,0.0,13.855163756155783,7.10543122670635
8,2,46,fol_46_00185,3.240742801361549,0.0,0.0,3.4464326700319567,1.5501570476713689
8,3,46,fol_46_00185,0.8104493219755735,0.0,0.0,13.855677694930204,10.635254386444752
8,4,46,fol_46_00185,2.642143643370766,0.0,0.0,4.385725157017934,1.7612692114329758
8,5,46,fol_46_00185,0.837641969821344,0.0,0.0,13.855607872993463,10.634520284506678
8,6,46,fol_46_00185,0.8103082203105829,0.0,0.0,13.857554727043773,10.658164821742524
8,7,46,fol_46_00185,1.002007962094733,0.0,0.0,13.854811947680183,7.255094935348823
8,8,46,fol_46_00185,1.9567406698021357,0.0,0.0,10.252453135240021,2.114062694696655
8,9,46,fol_46_00185,2.0120977265360724,0.0,0.0,8.139776657989163,2.1495482840857014
8,10,46,fol_46_00185,1.2125715403558968,0.0,0.0,11.49359750809278,5.428106969561336
8,11,46,fol_46_00185,0.8104234672635295,0.0,0.0,13.856108750758697,10.638434317008178
8,12,46,fol_46_00185,0.8116127063444575,0.0,0.0,13.854743346419166,10.62416961355039
8,13,46,fol_46_00185,0.9650725158763489,0.0,0.0,13.85615647057951,8.660703478516407
8,14,46,fol_46_00185,3.2113318018298984,0.0,0.0,3.4396466937334687,1.5462302458375994
8,15,46,fol_46_00185,3.3473490124629874,0.0,0.0,3.6857962264090425,1.4870102519090123
9,0,46,fol_46_00823,0.9879852773863991,0.0,0.0,15.390790164766894,4.332526937162563
9,1,46,fol_46_00823,0.856870678163285,0.0,0.0,16.842344858112497,4.334010225212502
9,2,46,fol_46_00823,0.8107843928063541,0.0,0.0,16.835782865771918,4.333534005843187
9,3,46,fol_46_00823,0.8128437042880823,0.0,0.0,16.819511079748374,4.331785571033451
9,4,46,fol_46_00823,0.8123238720419548,0.0,0.0,16.827705103111427,4.33191485196134
9,5,46,fol_46_00823,0.8125672843042743,0.0,0.0,16.825489962170757,4.331174634961097
9,6,46,fol_46_00823,0.8140938872644092,0.0,0.0,16.835579047098797,4.333392490705914
9,7,46,fol_46_00823,0.8784017838575422,0.0,0.0,16.801465103333932,4.33250546276586
9,8,46,fol_46_00823,0.8241838548391838,0.0,0.0,16.809239786459898,4.332499113874105
9,9,46,fol_46_00823,0.8528271336253936,0.0,0.0,16.835675400291358,4.333416106533418
9,10,46,fol_46_00823,0.8235625195657589,0.0,0.0,16.805860465834606,4.332492450284731
9,11,46,fol_46_00823,0.8105128659454047,0.0,0.0,16.836784419815928,4.334522290444484
9,12,46,fol_46_00823,0.891896741166366,0.0,0.0,16.829384574921292,4.333893250454849
9,13,46,fol_46_00823,0.9126722840473767,0.0,0.0,16.841331069856558,4.334521113990314
9,14,46,fol_46_00823,0.8307751247665246,0.0,0.0,16.846007840800425,4.3345071204265055
9,15,46,fol_46_00823,0.8695323967389421,0.0,0.0,16.85256293974058,4.333869281190588
10,0,36,fol_36_00240,0.7395095095225389,0.0,0.0,17.0493555872631,5.2492493243985106
10,1,36,fol_36_00240,0.8499594518234974,0.0,0.0,17.060457186144184,5.250733379263065
10,2,36,fol_36_00240,0.7323394661672892,0.0,0.0,17.071264765814853,5.255767784868916
10,3,36,fol_36_00240,0.8677832466444311,0.0,0.0,17.052533466989964,5.252773586030025
10,4,36,fol_36_00240,2.67249503901707,0.0,0.0,4.8899498980296965,1.8429662690671422
10,5,36,fol_36_00240,0.710318844648878,0.0,0.0,17.057435250257484,5.249421451592576
10,6,36,fol_36_00240,0.9849246980562882,0.0,0.0,16.271065523305452,5.2515396982955505
10,7,36,fol_36_00240,0.8400514785827736,0.0,0.0,17.068319151921486,5.254319769474493
10,8,36,fol_36_00240,0.7450920723796657,0.0,0.0,17.06072296426626,5.251409991413905
10,9,36,fol_36_00240,2.3328914345976206,0.0,0.0,5.23078306591283,2.0501726183398463
10,10,36,fol_36_00240,0.7107471442685112,0.0,0.0,17.052707892301385,5.251750040922095
10,11,36,fol_36_00240,0.7094178143383545,0.0,0.0,17.06554398270727,5.253074753565438
10,12,36,fol_36_00240,0.7193247548543649,0.0,0.0,17.05611620710885,5.252748213198109
10,13,36,fol_36_00240,1.8057126798165406,0.0,0.0,8.896999322080985,2.561703417582404
10,14,36,fol_36_00240,0.7100432166560974,0.0,0.0,17.060148139138896,5.252057575106879
10,15,36,fol_36_00240,1.2346288487890802,0.0,0.0,11.200025672345118,5.251793036162039
11,0,13,fol_13_00871,0.7140532125585807,0.0,0.0,15.740108612772413,15.333209546003625
11,1,13,fol_13_00871,0.8061257471657897,0.0,0.0,15.74023482486017,8.43332587986618
11,2,13,fol_13_00871,0.8193451174924351,0.0,0.0,15.740695633731423,9.887704418470081
11,3,13,fol_13_00871,1.9627530064389025,0.0,0.0,10.887896414196955,2.1460904361658435
11,4,13,fol_13_00871,0.7481593317537587,0.0,0.0,15.741062984340164,15.336245250700184
11,5,13,fol_13_00871,0.7140417978750448,0.0,0.0,15.740397909766305,15.336411058735877
11,6,13,fol_13_00871,0.7140102767777209,0.0,0.0,15.74140525276815,15.365974897158221
11,7,13,fol_13_00871,0.8493372418096261,0.0,0.0,15.739618337160596,6.924808004526556
11,8,13,fol_13_00871,0.7139989431661353,0.0,0.0,15.74107807116248,15.339512383380647
11,9,13,fol_13_00871,0.7886400532854347,0.0,0.0,15.741290630137083,10.824034185208136
11,10,13,fol_13_00871,0.8424615927515762,0.0,0.0,15.741760986667128,7.4362483854862775
11,11,13,fol_13_00871,0.7140988375803573,0.0,0.0,15.739391664910354,15.303914675661524
11,12,13,fol_13_00871,0.7727935525539931,0.0,0.0,15.740849817244584,13.128824073286305
11,13,13,fol_13_00871,2.103722392177832,0.0,0.0,10.663719113529606,1.9785527189666587
11,14,13,fol_13_00871,1.6767989032642052,0.0,0.0,12.390554061490104,2.5320675319991244
11,15,13,fol_13_00871,0.7141333062926424,0.0,0.0,15.738820432810254,15.299402925458038
12,0,42,fol_42_01203,3.0210692736309164,0.0,0.0,5.5598587572492315,1.7133020203561147
12,1,42,fol_42_01203,0.684001464104521,0.0,0.0,20.994253350538756,6.166892497717
12,2,42,fol_42_01203,2.5976408466548637,0.0,0.0,5.614363068804509,1.899464963214511
12,3,42,fol_42_01203,2.500112378525787,0.0,0.0,5.468826457298236,1.9591430883206167
12,4,42,fol_42_01203,2.3085407872731425,0.0,0.0,7.0473810299159405,2.0551871621075666
12,5,42,fol_42_01203,2.1017986562353403,0.0,0.0,8.6889356705028,2.1251523531972705
12,6,42,fol_42_01203,2.433420406082787,0.0,0.0,6.695908535463119,1.9862018150531748
12,7,42,fol_42_01203,2.92911008681126,0.0,0.0,5.151635026494589,1.75840758929359
12,8,42,fol_42_01203,2.4237433878414576,0.0,0.0,5.881260057033956,2.002300521900897
12,9,42,fol_42_01203,2.9477314223605022,0.0,0.0,5.150854903474269,1.7477590633908189
12,10,42,fol_42_01203,3.0398480405646637,0.0,0.0,5.14434284457795,1.7157315756669418
12,11,42,fol_42_01203,2.2170514659922587,0.0,0.0,7.403163603620556,2.1030666542407612
12,12,42,fol_42_01203,2.981464328185687,0.0,0.0,5.153476384672474,1.7429167534948646
12,13,42,fol_42_01203,0.5510488157789765,0.0,0.0,22.977121807853226,6.166901079243853
12,14,42,fol_42_01203,1.533491338801317,0.0,0.0,11.432010153142599,3.075479897131888
12,15,42,fol_42_01203,0.5508678437006517,0.0,0.0,22.979433331093684,6.169690577618937
13,0,42,fol_42_00600,2.8954329693671244,0.0,0.0,3.508897633795395,1.5398444519482408
13,1,42,fol_42_00600,2.170561384874883,0.0,0.0,6.568283279559409,2.0200537408787977
13,2,42,fol_42_00600,1.3987586169815547,0.0,0.0,6.569174771508435,2.847617072501197
13,3,42,fol_42_00600,2.4438644605206177,0.0,0.0,6.566669964404908,1.8137111911045676
13,4,42,fol_42_00600,1.5354008265993246,0.0,0.0,6.564772636578282,2.8453375948494797
13,5,42,fol_42_00600,1.4825453717235737,0.0,0.0,6.565077230013631,2.8473658183568125
13,6,42,fol_42_00600,1.8222257136394595,0.0,0.0,6.566565294280852,2.757436782939544
13,7,42,fol_42_00600,1.8669191919568928,0.0,0.0,6.564898353136644,2.5481094327097664
13,8,42,fol_42_00600,1.4527546555739073,0.0,0.0,6.567379550284435,2.8455869002061007
13,9,42,fol_42_00600,1.4342225137807796,0.0,0.0,6.564949269525829,2.8480071155206423
13,10,42,fol_42_00600,1.714976026147073,0.0,0.0,6.5660373267267,2.847627569477407
13,11,42,fol_42_00600,1.452825364599597,0.0,0.0,6.566271547427099,2.84737371161788
13,12,42,fol_42_00600,1.5462796364467069,0.0,0.0,6.569787730077539,2.850095188534688
13,13,42,fol_42_00600,1.631250493842539,0.0,0.0,6.567808305008863,2.8491413555230607
13,14,42,fol_42_00600,2.529925452805471,0.0,0.0,6.563102782694279,1.7626486066433618
13,15,42,fol_42_00600,1.4007467245117415,0.0,0.0,6.563765472269529,2.8471165907463756
14,0,13,fol_13_01523,2.2913755625302628,0.0,0.0,5.164980209744931,2.103885460520138
14,1,13,fol_13_01523,1.0110219400342726,0.0,0.0,11.832090714688112,4.004169606655456
14,2,13,fol_13_01523,1.0236136898682515,0.0,0.0,11.823176683943002,4.001396201872367
14,3,13,fol_13_01523,1.0120501754679254,0.0,0.0,11.827210697486676,4.001095913214769
14,4,13,fol_13_01523,2.5036367415710465,0.0,0.0,4.839837616263912,1.9388034288982197
14,5,13,fol_13_01523,1.6972091410909025,0.0,0.0,8.198174454377513,3.178451018173315
14,6,13,fol_13_01523,2.0870791546036283,0.0,0.0,6.287229526563911,2.3064109171732188
14,7,13,fol_13_01523,1.0132412959816404,0.0,0.0,11.820356399540264,4.001068956677073
14,8,13,fol_13_01523,1.9665431064919638,0.0,0.0,7.003745451056849,2.4256489182219396
14,9,13,fol_13_01523,1.0129158012849155,0.0,0.0,11.819350270612913,4.002240083127321
14,10,13,fol_13_01523,1.0117899419905587,0.0,0.0,11.829534098625123,4.003050635080123
14,11,13,fol_13_01523,2.2720711528684925,0.0,0.0,5.364036288760564,2.1211749023741144
14,12,13,fol_13_01523,2.7706349294521053,0.0,0.0,4.809031298564554,1.790819278790974
14,13,13,fol_13_01523,1.0127524702158794,0.0,0.0,11.832860243330272,4.002521368268701
14,14,13,fol_13_01523,1.011493380148873,0.0,0.0,11.831275120420115,4.004156851996798
14,15,13,fol_13_01523,1.0128921673777382,0.0,0.0,11.82447250576564,4.001921760736335
15,0,13,fol_13_00117,0.8195329874569635,0.0,0.0,18.379086861438907,6.169816298750848
15,1,13,fol_13_00117,2.599786351775791,0.0,0.0,7.180191756890482,1.6895611482999802
15,2,13,fol_13_00117,0.7280411119066152,0.0,0.0,18.377708971814258,6.30089271626689
15,3,13,fol_13_00117,1.5548144601647775,0.0,0.0,9.82908131626158,3.582541825323876
15,4,13,fol_13_00117,1.3562351284360932,0.0,0.0,11.860248085519801,3.7103665880538106
15,5,13,fol_13_00117,3.2348273929824174,0.0,0.0,3.6055855759202036,1.5437800735483176
15,6,13,fol_13_00117,2.873968394669087,0.0,0.0,4.779721907689721,1.6297544629749927
15,7,13,fol_13_00117,2.672993483631899,0.0,0.0,5.364825768045849,1.7080000750885012
15,8,13,fol_13_00117,0.9330947310021673,0.0,0.0,15.742904996759252,6.301396010181816
15,9,13,fol_13_00117,0.6234185361804905,0.0,0.0,18.367364500335285,6.299596574265471
15,10,13,fol_13_00117,3.2558409325409596,0.0,0.0,3.3429112746217715,1.5323875241285576
15,11,13,fol_13_00117,0.716458176987805,0.0,0.0,18.37590173166106,6.303223454106497
15,12,13,fol_13_00117,0.8746239705648362,0.0,0.0,16.01338546443924,6.304818341803478
15,13,13,fol_13_00117,1.5570396824495143,0.0,0.0,11.859066178063758,2.829627414815091
15,14,13,fol_13_00117,2.512981477125945,0.0,0.0,7.755731375497506,1.6929048944232052
15,15,13,fol_13_00117,3.03903307038629,0.0,0.0,4.00372705898606,1.5880753368584812
16,0,52,fol_52_00381,0.7890980397126309,0.0,0.0,21.80478845653971,5.368149461418662
16,1,52,fol_52_00381,0.5859954413121455,0.0,0.0,25.682627741836136,5.930817084360701
16,2,52,fol_52_00381,0.7436339396057938,0.0,0.0,25.470032097682463,5.925312517209664
16,3,52,fol_52_00381,0.5946754095842148,0.0,0.0,25.690877052062405,5.928077472405148
16,4,52,fol_52_00381,0.5868601239117136,0.0,0.0,25.660756374717018,5.927811309844466
16,5,52,fol_52_00381,0.5863717583445451,0.0,0.0,25.671593090765967,5.928077027766299
16,6,52,fol_52_00381,0.5916530504431079,0.0,0.0,25.656180274699565,5.9269495358423105
16,7,52,fol_52_00381,0.5858831775258361,0.0,0.0,25.67784356875933,5.9289279678242055
16,8,52,fol_52_00381,0.60295583952959,0.0,0.0,25.678557885465032,5.929459137979498
16,9,52,fol_52_00381,0.5864040161437358,0.0,0.0,25.67418417872031,5.928079015222122
16,10,52,fol_52_00381,0.5887725465154924,0.0,0.0,25.643281710283517,5.927239195856476
16,11,52,fol_52_00381,0.6494143031945052,0.0,0.0,25.639429930766468,5.926150502097917
16,12,52,fol_52_00381,0.7239783738219272,0.0,0.0,25.668628004286255,5.928353541726698
16,13,52,fol_52_00381,0.5916454558701416,0.0,0.0,25.675075853116503,5.92807727118786
16,14,52,fol_52_00381,0.6097195009958506,0.0,0.0,25.686940938400994,5.927806448168761
16,15,52,fol_52_00381,0.5861351285883148,0.0,0.0,25.688772537634264,5.928322329498076
17,0,36,fol_36_01133,0.5284565969391564,0.0,0.0,21.281747375589504,12.726829991783355
17,1,36,fol_36_01133,0.5120037643374019,0.0,0.0,21.283342529525285,12.73188275769585
17,2,36,fol_36_01133,0.5308970548101355,0.0,0.0,21.279739253336437,12.725412972019052
17,3,36,fol_36_01133,1.199744980796032,0.0,0.0,15.562260433177402,3.735313821010479
17,4,36,fol_36_01133,0.5124867615585843,0.0,0.0,21.2816021435604,12.736610072245053
17,5,36,fol_36_01133,0.5111742988465776,0.0,0.0,21.280949366372568,12.731807393009767
17,6,36,fol_36_01133,0.511197784137655,0.0,0.0,21.280310724939994,12.723587052274098
17,7,36,fol_36_01133,0.5193127683782721,0.0,0.0,21.281564032362866,12.723731557003138
17,8,36,fol_36_01133,0.5899877236983437,0.0,0.0,21.28130627311353,12.724173714479235
17,9,36,fol_36_01133,0.5111217422437074,0.0,0.0,21.282408429837382,12.740370982115145
17,10,36,fol_36_01133,0.515257913715621,0.0,0.0,21.282105351124365,12.730315318443836
17,11,36,fol_36_01133,0.5145888495582533,0.0,0.0,21.28302864473107,12.740518037659449
17,12,36,fol_36_01133,0.511124591160617,0.0,0.0,21.281914008951958,12.726101291001246
17,13,36,fol_36_01133,0.5111212872706486,0.0,0.0,21.282071908829202,12.737044585089148
17,14,36,fol_36_01133,0.5112359877308252,0.0,0.0,21.28233213421492,12.732342397336916
17,15,36,fol_36_01133,0.5167666896333527,0.0,0.0,21.278838007838516,12.7220999173326
18,0,13,fol_13_00284,0.5780532362365371,0.0,0.0,20.946961549557123,6.200823612066695
18,1,13,fol_13_00284,0.5571602420112843,0.0,0.0,20.950880621135994,6.200310285633034
18,2,13,fol_13_00284,0.5912481283913968,0.0,0.0,20.94456403579261,6.19937353879072
18,3,13,fol_13_00284,0.6071121269192538,0.0,0.0,20.939807637744885,6.194127154711633
18,4,13,fol_13_00284,0.8850256158834745,0.0,0.0,16.776471007948157,6.19839566054954
18,5,13,fol_13_00284,1.4043359868926835,0.0,0.0,12.384229493057983,3.532202765356317
18,6,13,fol_13_00284,0.5561854426256786,0.0,0.0,20.951255538667766,6.197617971731005
