section,metric,value
trajectory_naturalness,real_lead_displacement_p50,59.95499801635742
trajectory_naturalness,real_lead_displacement_p95,79.31850509643554
trajectory_naturalness,gen_lead_displacement_mean,62.346232280135155
trajectory_naturalness,gen_lead_displacement_std,7.951658987403466
trajectory_naturalness,gen_lead_displacement_p05,53.34069900512695
trajectory_naturalness,gen_lead_displacement_p50,59.94780731201172
trajectory_naturalness,gen_lead_displacement_p95,79.41902961730958
trajectory_naturalness,lead_speed_wasserstein,0.013654050603508949
trajectory_naturalness,lead_speed_ks,0.008710937500000071
trajectory_naturalness,lead_speed_histogram_l1,0.03890625000000013
trajectory_naturalness,lead_final_speed_wasserstein,0.050758201628923416
trajectory_naturalness,lead_final_speed_ks,0.025390625
trajectory_naturalness,lead_final_speed_histogram_l1,0.1054687500000003
trajectory_naturalness,lead_displacement_wasserstein,0.04061084985733032
trajectory_naturalness,lead_displacement_ks,0.01171875
trajectory_naturalness,lead_displacement_histogram_l1,0.07421875000000028
interaction_naturalness,real_gap_mean,46.222399140298364
interaction_naturalness,real_gap_std,42.60204622008668
interaction_naturalness,real_gap_p05,13.680002927780151
interaction_naturalness,real_gap_p50,32.89000129699707
interaction_naturalness,real_gap_p95,137.72051620483398
interaction_naturalness,gen_gap_mean,46.226738200746475
interaction_naturalness,gen_gap_std,42.60318651566906
interaction_naturalness,gen_gap_p05,13.654084730148316
interaction_naturalness,gen_gap_p50,32.88886833190918
interaction_naturalness,gen_gap_p95,137.75643310546874
interaction_naturalness,gap_wasserstein,0.015750013999640943
interaction_naturalness,gap_ks,0.0020703125000000044
interaction_naturalness,gap_histogram_l1,0.005156249999999966
interaction_naturalness,real_ttc_mean,586.7093486712873
interaction_naturalness,real_ttc_std,456.2803569229568
interaction_naturalness,real_ttc_p05,20.302412223815917
interaction_naturalness,real_ttc_p50,1000.0
interaction_naturalness,real_ttc_p95,1000.0
interaction_naturalness,gen_ttc_mean,590.1827319627628
interaction_naturalness,gen_ttc_std,456.3579055806438
interaction_naturalness,gen_ttc_p05,20.11969223022461
interaction_naturalness,gen_ttc_p50,1000.0
interaction_naturalness,gen_ttc_p95,1000.0
interaction_naturalness,ttc_wasserstein,3.595314890258014
interaction_naturalness,ttc_ks,0.008554687499999991
interaction_naturalness,ttc_histogram_l1,0.04945312499999992
interaction_naturalness,real_thw_mean,1.475203255233355
interaction_naturalness,real_thw_std,1.2992992234033875
interaction_naturalness,real_thw_p05,0.474062143266201
interaction_naturalness,real_thw_p50,1.0316924452781677
interaction_naturalness,real_thw_p95,4.550546836853024
interaction_naturalness,gen_thw_mean,1.4753461285773666
interaction_naturalness,gen_thw_std,1.2993224621202448
interaction_naturalness,gen_thw_p05,0.47380219101905824
interaction_naturalness,gen_thw_p50,1.0323445200920105
interaction_naturalness,gen_thw_p95,4.551447749137878
interaction_naturalness,thw_wasserstein,0.0005085289711132645
interaction_naturalness,thw_ks,0.002265625000000049
interaction_naturalness,thw_histogram_l1,0.008984375000000022
interaction_naturalness,real_relative_speed_mean,-0.1874570295959711
interaction_naturalness,real_relative_speed_std,1.979738122103322
interaction_naturalness,real_relative_speed_p05,-2.73050308227539
interaction_naturalness,real_relative_speed_p50,-0.07000160217285156
interaction_naturalness,real_relative_speed_p95,3.2905008316039965
interaction_naturalness,gen_relative_speed_mean,-0.19508125364780426
interaction_naturalness,gen_relative_speed_std,1.9816337082078033
interaction_naturalness,gen_relative_speed_p05,-2.7122747421264646
interaction_naturalness,gen_relative_speed_p50,-0.08957195281982422
interaction_naturalness,gen_relative_speed_p95,3.280580806732177
interaction_naturalness,relative_speed_wasserstein,0.013328986987471581
interaction_naturalness,relative_speed_ks,0.009023437500000009
interaction_naturalness,relative_speed_histogram_l1,0.05304687499999998
interaction_naturalness,real_closing_speed_mean,0.5270933645963669
interaction_naturalness,real_closing_speed_std,1.058811993666645
interaction_naturalness,real_closing_speed_p05,0.0
interaction_naturalness,real_closing_speed_p50,0.0
interaction_naturalness,real_closing_speed_p95,3.2905008316039965
interaction_naturalness,gen_closing_speed_mean,0.5260051835328341
interaction_naturalness,gen_closing_speed_std,1.0558357400592817
interaction_naturalness,gen_closing_speed_p05,0.0
interaction_naturalness,gen_closing_speed_p50,0.0
interaction_naturalness,gen_closing_speed_p95,3.280580806732177
interaction_naturalness,closing_speed_wasserstein,0.004659041687846184
interaction_naturalness,closing_speed_ks,0.009023437500000009
interaction_naturalness,closing_speed_histogram_l1,0.04382812499999994
interaction_naturalness,real_min_gap_mean,45.005097249522805
interaction_naturalness,real_min_gap_std,41.63174202723059
interaction_naturalness,real_min_gap_p05,13.415501642227174
interaction_naturalness,real_min_gap_p50,31.70000171661377
interaction_naturalness,real_min_gap_p95,136.6935157775879
interaction_naturalness,gen_min_gap_mean,45.012835731729865
interaction_naturalness,gen_min_gap_std,41.634591303852126
interaction_naturalness,gen_min_gap_p05,13.35391674041748
interaction_naturalness,gen_min_gap_p50,31.712740898132324
interaction_naturalness,gen_min_gap_p95,136.73236083984375
interaction_naturalness,min_gap_wasserstein,0.03299219533801079
interaction_naturalness,min_gap_ks,0.009765625
interaction_naturalness,min_gap_histogram_l1,0.011718749999999995
interaction_naturalness,real_final_gap_mean,46.40867214463651
interaction_naturalness,real_final_gap_std,42.426535651860625
interaction_naturalness,real_final_gap_p05,13.576501941680908
interaction_naturalness,real_final_gap_p50,33.349992752075195
interaction_naturalness,real_final_gap_p95,140.62398986816402
interaction_naturalness,gen_final_gap_mean,46.42424022220075
interaction_naturalness,gen_final_gap_std,42.42967897987335
interaction_naturalness,gen_final_gap_p05,13.541380453109742
interaction_naturalness,gen_final_gap_p50,33.304351806640625
interaction_naturalness,gen_final_gap_p95,140.50326385498042
interaction_naturalness,final_gap_wasserstein,0.05867558717727661
interaction_naturalness,final_gap_ks,0.009765625
interaction_naturalness,final_gap_histogram_l1,0.046875
interaction_naturalness,real_min_ttc_mean,501.6370128830895
interaction_naturalness,real_min_ttc_std,461.37222903619266
interaction_naturalness,real_min_ttc_p05,17.57449941635132
interaction_naturalness,real_min_ttc_p50,215.36121368408203
interaction_naturalness,real_min_ttc_p95,1000.0
interaction_naturalness,gen_min_ttc_mean,509.8837056681514
interaction_naturalness,gen_min_ttc_std,462.14059916794446
interaction_naturalness,gen_min_ttc_p05,17.539585304260253
interaction_naturalness,gen_min_ttc_p50,247.5189437866211
interaction_naturalness,gen_min_ttc_p95,1000.0
interaction_naturalness,min_ttc_wasserstein,9.094299742020667
interaction_naturalness,min_ttc_ks,0.017578125
interaction_naturalness,min_ttc_histogram_l1,0.13671874999999997
interaction_naturalness,real_collision_rate,0.0
interaction_naturalness,gen_collision_rate,0.0
interaction_naturalness,real_near_collision_rate,0.0
interaction_naturalness,gen_near_collision_rate,0.0
diversity,num_contexts,32.0
diversity,samples_per_context,8.0
diversity,sample_std_action,0.5810496807098389
diversity,sample_std_final_position,0.07853643596172333
diversity,sample_std_final_speed,0.11302940547466278
diversity,mode_collapse_indicator,0.0
